t,x_ref,y_ref,z_ref,x,y,z,vx_ref,vy_ref,vz_ref,vx,vy,vz,ux,uy,uz
0.0,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.55,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65,88.0,98.0,95.0,88.0,98.0,95.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,88.0,98.0,94.99955,88.0,98.0,95.0,0.0,0.0,-0.135277,0.0,0.0,0.0,0.0,0.0,0.0
0.67,88.0,98.0,94.996447,88.0,98.0,94.999882,0.0,0.0,-0.531818,0.0,0.0,-0.011812,0.0,0.0,-0.944931
0.68,88.0,98.0,94.988162,88.0,98.0,94.998989,0.0,0.0,-1.175872,0.0,0.0,-0.089264,0.0,0.0,-6.314304
0.69,88.0,98.0,94.972305,88.0,98.0,94.996225,0.0,0.0,-2.053925,0.0,0.0,-0.276434,0.0,0.0,-15.866251
0.7,88.0,98.0,94.946616,88.0,98.0,94.990234,0.0,0.0,-3.152708,0.0,0.0,-0.599102,0.0,0.0,-28.577809
0.71,88.0,98.0,94.908967,88.0,98.0,94.979522,0.0,0.0,-4.459192,0.0,0.0,-1.071185,0.0,0.0,-43.757655
0.72,88.0,98.0,94.857358,88.0,98.0,94.962533,0.0,0.0,-5.960589,0.0,0.0,-1.698907,0.0,0.0,-60.929562
0.73,88.0,98.0,94.789915,88.0,98.0,94.937698,0.0,0.0,-7.644352,0.0,0.0,-2.483505,0.0,0.0,-79.756897
0.74,88.0,98.0,94.704888,88.0,98.0,94.903468,0.0,0.0,-9.498177,0.0,0.0,-3.422988,0.0,0.0,-99.993714
0.75,88.0,98.0,94.600646,88.0,98.0,94.858335,0.0,0.0,-11.509998,0.0,0.0,-4.513278,0.0,0.0,-121.453088
0.76,88.0,98.0,94.47568,88.0,98.0,94.800846,0.0,0.0,-13.667995,0.0,0.0,-5.748951,0.0,0.0,-143.986616
0.77,88.0,98.0,94.328593,88.0,98.0,94.729609,0.0,0.0,-15.960585,0.0,0.0,-7.123721,0.0,0.0,-167.47115
0.78,88.0,98.0,94.158106,88.0,98.0,94.643301,0.0,0.0,-18.376428,0.0,0.0,-8.630759,0.0,0.0,-191.800222
0.79,88.0,98.0,93.963049,88.0,98.0,94.540672,0.0,0.0,-20.904425,0.0,0.0,-10.262895,0.0,0.0,-216.878505
0.8,88.0,98.0,93.742362,88.0,98.0,94.420544,0.0,0.0,-23.533719,0.0,0.0,-12.012762,0.0,0.0,-242.618244
0.81,88.0,98.0,93.495092,88.0,98.0,94.281816,0.0,0.0,-26.253694,0.0,0.0,-13.872878,0.0,0.0,-268.936959
0.82,88.0,98.0,93.220388,88.0,98.0,94.123458,0.0,0.0,-29.053974,0.0,0.0,-15.835718,0.0,0.0,-295.75597
0.83,88.0,98.0,92.917505,88.0,98.0,93.944521,0.0,0.0,-31.924427,0.0,0.0,-17.893747,0.0,0.0,-322.999465
0.84,88.0,98.0,92.585793,88.0,98.0,93.744126,0.0,0.0,-34.855158,0.0,0.0,-20.039452,0.0,0.0,-350.593906
0.85,88.0,98.0,92.224702,88.0,98.0,93.521473,0.0,0.0,-37.836518,0.0,0.0,-22.265366,0.0,0.0,-378.467662
0.86,88.0,98.0,91.833777,88.0,98.0,93.275832,0.0,0.0,-40.859097,0.0,0.0,-24.56408,0.0,0.0,-406.550783
0.87,88.0,98.0,91.412653,88.0,98.0,93.006549,0.0,0.0,-43.913725,0.0,0.0,-26.928256,0.0,0.0,-434.774871
0.88,88.0,98.0,90.961056,88.0,98.0,92.713043,0.0,0.0,-46.991476,0.0,0.0,-29.350637,0.0,0.0,-463.073007
0.89,88.0,98.0,90.4788,88.0,98.0,92.394802,0.0,0.0,-50.083663,0.0,0.0,-31.824054,0.0,0.0,-491.37972
0.9,88.0,98.0,89.965784,88.0,98.0,92.051388,0.0,0.0,-53.181842,0.0,0.0,-34.341434,0.0,0.0,-519.630975
0.91,88.0,98.0,89.421989,88.0,98.0,91.68243,0.0,0.0,-56.27781,0.0,0.0,-36.895807,0.0,0.0,-547.764183
0.92,88.0,98.0,88.847476,88.0,98.0,91.287627,0.0,0.0,-59.363603,0.0,0.0,-39.480309,0.0,0.0,-575.718215
0.93,88.0,98.0,88.242386,88.0,98.0,90.866745,0.0,0.0,-62.431502,0.0,0.0,-42.088188,0.0,0.0,-603.433424
0.94,88.0,98.0,87.606934,88.0,98.0,90.419617,0.0,0.0,-65.474026,0.0,0.0,-44.712811,0.0,0.0,-630.85167
0.95,88.0,98.0,86.941408,88.0,98.0,89.94614,0.0,0.0,-68.483937,0.0,0.0,-47.347664,0.0,0.0,-657.916348
0.96,88.0,98.0,86.246167,88.0,98.0,89.446277,0.0,0.0,-71.454239,0.0,0.0,-49.986361,0.0,0.0,-684.572411
0.97,88.0,98.0,85.521638,88.0,98.0,88.92005,0.0,0.0,-74.378174,0.0,0.0,-52.622646,0.0,0.0,-710.766405
0.98,88.0,98.0,84.768314,88.0,98.0,88.367546,0.0,0.0,-77.24923,0.0,0.0,-55.250396,0.0,0.0,-736.44649
0.99,88.0,98.0,83.986753,88.0,98.0,87.78891,0.0,0.0,-80.061132,0.0,0.0,-57.863627,0.0,0.0,-761.56247
1.0,88.0,98.0,83.177572,88.0,98.0,87.184345,0.0,0.0,-82.807848,0.0,0.0,-60.456497,0.0,0.0,-786.065818
1.01,88.0,98.0,82.341447,88.0,98.0,86.554112,0.0,0.0,-85.483589,0.0,0.0,-63.023306,0.0,0.0,-809.909702
1.02,88.0,98.0,81.479113,88.0,98.0,85.898527,0.0,0.0,-88.082803,0.0,0.0,-65.558505,0.0,0.0,-833.04901
1.03,88.0,98.0,80.591355,88.0,98.0,85.21796,0.0,0.0,-90.600185,0.0,0.0,-68.056697,0.0,0.0,-855.440373
1.04,88.0,98.0,79.679012,88.0,98.0,84.512834,0.0,0.0,-93.030665,0.0,0.0,-70.512637,0.0,0.0,-877.04219
1.05,88.0,98.0,78.742973,88.0,98.0,83.783621,0.0,0.0,-95.36942,0.0,0.0,-72.921241,0.0,0.0,-897.814648
1.06,88.0,98.0,77.78417,88.0,98.0,83.030845,0.0,0.0,-97.611864,0.0,0.0,-75.277582,0.0,0.0,-917.719744
1.07,88.0,98.0,76.803583,88.0,98.0,82.255076,0.0,0.0,-99.753654,0.0,0.0,-77.576901,0.0,0.0,-936.721307
1.08,88.0,98.0,75.802233,88.0,98.0,81.45693,0.0,0.0,-101.79069,0.0,0.0,-79.814601,0.0,0.0,-954.785018
1.09,88.0,98.0,74.781179,88.0,98.0,80.637068,0.0,0.0,-103.71911,0.0,0.0,-81.986256,0.0,0.0,-971.878428
1.1,88.0,98.0,73.74152,88.0,98.0,79.796192,0.0,0.0,-105.535295,0.0,0.0,-84.087611,0.0,0.0,-987.970979
1.11,88.0,98.0,72.684386,88.0,98.0,78.935046,0.0,0.0,-107.235867,0.0,0.0,-86.114585,0.0,0.0,-1003.034018
1.12,88.0,98.0,71.610944,88.0,98.0,78.054413,0.0,0.0,-108.81769,0.0,0.0,-88.063272,0.0,0.0,-1017.04082
1.13,88.0,98.0,70.522386,88.0,98.0,77.155114,0.0,0.0,-110.277868,0.0,0.0,-89.929946,0.0,0.0,-1029.966599
1.14,88.0,98.0,69.419936,88.0,98.0,76.238003,0.0,0.0,-111.613748,0.0,0.0,-91.711059,0.0,0.0,-1041.788528
1.15,88.0,98.0,68.304841,88.0,98.0,75.303971,0.0,0.0,-112.822916,0.0,0.0,-93.403249,0.0,0.0,-1052.485754
1.16,88.0,98.0,67.178369,88.0,98.0,74.353937,0.0,0.0,-113.903201,0.0,0.0,-95.003335,0.0,0.0,-1062.039413
1.17,88.0,98.0,66.041813,88.0,98.0,73.388854,0.0,0.0,-114.852673,0.0,0.0,-96.508326,0.0,0.0,-1070.432641
1.18,88.0,98.0,64.896479,88.0,98.0,72.4097,0.0,0.0,-115.669643,0.0,0.0,-97.915418,0.0,0.0,-1077.650596
1.19,88.0,98.0,63.743693,88.0,98.0,71.41748,0.0,0.0,-116.352662,0.0,0.0,-99.221997,0.0,0.0,-1083.680461
1.2,88.0,98.0,62.584791,88.0,98.0,70.413223,0.0,0.0,-116.900526,0.0,0.0,-100.42564,0.0,0.0,-1088.511468
1.21,88.0,98.0,61.421121,88.0,98.0,69.397982,0.0,0.0,-117.312268,0.0,0.0,-101.524122,0.0,0.0,-1092.134901
1.22,88.0,98.0,60.254039,88.0,98.0,68.372828,0.0,0.0,-117.587165,0.0,0.0,-102.515408,0.0,0.0,-1094.544115
1.23,88.0,98.0,59.084907,88.0,98.0,67.338851,0.0,0.0,-117.724734,0.0,0.0,-103.397664,0.0,0.0,-1095.734543
1.24,88.0,98.0,57.915093,88.0,98.0,66.297159,0.0,0.0,-117.724734,0.0,0.0,-104.169252,0.0,0.0,-1095.70371
1.25,88.0,98.0,56.745961,88.0,98.0,65.248872,0.0,0.0,-117.587165,0.0,0.0,-104.828736,0.0,0.0,-1094.451243
1.26,88.0,98.0,55.578879,88.0,98.0,64.195123,0.0,0.0,-117.312268,0.0,0.0,-105.37488,0.0,0.0,-1091.978883
1.27,88.0,98.0,54.415209,88.0,98.0,63.137056,0.0,0.0,-116.900526,0.0,0.0,-105.806651,0.0,0.0,-1088.290492
1.28,88.0,98.0,53.256307,88.0,98.0,62.075824,0.0,0.0,-116.352662,0.0,0.0,-106.123221,0.0,0.0,-1083.392064
1.29,88.0,98.0,52.103521,88.0,98.0,61.012584,0.0,0.0,-115.669643,0.0,0.0,-106.323965,0.0,0.0,-1077.291737
1.3,88.0,98.0,50.958187,88.0,98.0,59.9485,0.0,0.0,-114.852673,0.0,0.0,-106.408467,0.0,0.0,-1069.999798
1.31,88.0,98.0,49.821631,88.0,98.0,58.884735,0.0,0.0,-113.903201,0.0,0.0,-106.376517,0.0,0.0,-1061.528695
1.32,88.0,98.0,48.695159,88.0,98.0,57.822453,0.0,0.0,-112.822916,0.0,0.0,-106.228115,0.0,0.0,-1051.893043
1.33,88.0,98.0,47.580064,88.0,98.0,56.762819,0.0,0.0,-111.613748,0.0,0.0,-105.963471,0.0,0.0,-1041.109634
1.34,88.0,98.0,46.477614,88.0,98.0,55.706989,0.0,0.0,-110.277868,0.0,0.0,-105.583006,0.0,0.0,-1029.197443
1.35,88.0,98.0,45.389056,88.0,98.0,54.656115,0.0,0.0,-108.81769,0.0,0.0,-105.08735,0.0,0.0,-1016.177639
1.36,88.0,98.0,44.315614,88.0,98.0,53.611342,0.0,0.0,-107.235867,0.0,0.0,-104.477351,0.0,0.0,-1002.073587
1.37,88.0,98.0,43.25848,88.0,98.0,52.573801,0.0,0.0,-105.535295,0.0,0.0,-103.754068,0.0,0.0,-986.910861
1.38,88.0,98.0,42.218821,88.0,98.0,51.544613,0.0,0.0,-103.71911,0.0,0.0,-102.918775,0.0,0.0,-970.717246
1.39,88.0,98.0,41.197767,88.0,98.0,50.524884,0.0,0.0,-101.79069,0.0,0.0,-101.972963,0.0,0.0,-953.522746
1.4,88.0,98.0,40.196417,88.0,98.0,49.5157,0.0,0.0,-99.753654,0.0,0.0,-100.918337,0.0,0.0,-935.359593
1.41,88.0,98.0,39.21583,88.0,98.0,48.518132,0.0,0.0,-97.611864,0.0,0.0,-99.756823,0.0,0.0,-916.262247
1.42,88.0,98.0,38.257027,88.0,98.0,47.533226,0.0,0.0,-95.36942,0.0,0.0,-98.490563,0.0,0.0,-896.26741
1.43,88.0,98.0,37.320988,88.0,98.0,46.562007,0.0,0.0,-93.030665,0.0,0.0,-97.121918,0.0,0.0,-875.414024
1.44,88.0,98.0,36.408645,88.0,98.0,45.605473,0.0,0.0,-90.600185,0.0,0.0,-95.653469,0.0,0.0,-853.743281
1.45,88.0,98.0,35.520887,88.0,98.0,44.664592,0.0,0.0,-88.082803,0.0,0.0,-94.088018,0.0,0.0,-831.298628
1.46,88.0,98.0,34.658553,88.0,98.0,43.740306,0.0,0.0,-85.483589,0.0,0.0,-92.428588,0.0,0.0,-808.12577
1.47,88.0,98.0,33.822428,88.0,98.0,42.833522,0.0,0.0,-82.807848,0.0,0.0,-90.678423,0.0,0.0,-784.272676
1.48,88.0,98.0,33.013247,88.0,98.0,41.945112,0.0,0.0,-80.061132,0.0,0.0,-88.84099,0.0,0.0,-759.789584
1.49,88.0,98.0,32.231686,88.0,98.0,41.075913,0.0,0.0,-77.24923,0.0,0.0,-86.919979,0.0,0.0,-734.729006
1.5,88.0,98.0,31.478362,88.0,98.0,40.226719,0.0,0.0,-74.378174,0.0,0.0,-84.919303,0.0,0.0,-709.145731
1.51,88.0,98.0,30.753833,88.0,98.0,39.398288,0.0,0.0,-71.454239,0.0,0.0,-82.843101,0.0,0.0,-683.096831
1.52,88.0,98.0,30.058592,88.0,98.0,38.591331,0.0,0.0,-68.483937,0.0,0.0,-80.695734,0.0,0.0,-656.641662
1.53,88.0,98.0,29.393066,88.0,98.0,37.806513,0.0,0.0,-65.474026,0.0,0.0,-78.48179,0.0,0.0,-629.841872
1.54,88.0,98.0,28.757614,88.0,98.0,37.044452,0.0,0.0,-62.431502,0.0,0.0,-76.206084,0.0,0.0,-602.761404
1.55,88.0,98.0,28.152524,88.0,98.0,36.305716,0.0,0.0,-59.363603,0.0,0.0,-73.873655,0.0,0.0,-575.466494
1.56,88.0,98.0,27.578011,88.0,98.0,35.590818,0.0,0.0,-56.27781,0.0,0.0,-71.489769,0.0,0.0,-548.025685
1.57,88.0,98.0,27.034216,88.0,98.0,34.900219,0.0,0.0,-53.181842,0.0,0.0,-69.059921,0.0,0.0,-520.509819
1.58,88.0,98.0,26.5212,88.0,98.0,34.234321,0.0,0.0,-50.083663,0.0,0.0,-66.589831,0.0,0.0,-492.992049
1.59,88.0,98.0,26.038944,88.0,98.0,33.593466,0.0,0.0,-46.991476,0.0,0.0,-64.08545,0.0,0.0,-465.547839
1.6,88.0,98.0,25.587347,88.0,98.0,32.977937,0.0,0.0,-43.913725,0.0,0.0,-61.552956,0.0,0.0,-438.254965
1.61,88.0,98.0,25.166223,88.0,98.0,32.387949,0.0,0.0,-40.859097,0.0,0.0,-58.998756,0.0,0.0,-411.193523
1.62,88.0,98.0,24.775298,88.0,98.0,31.823654,0.0,0.0,-37.836518,0.0,0.0,-56.429485,0.0,0.0,-384.445926
1.63,88.0,98.0,24.414207,88.0,98.0,31.285134,0.0,0.0,-34.855158,0.0,0.0,-53.852011,0.0,0.0,-358.09691
1.64,88.0,98.0,24.082495,88.0,98.0,30.7724,0.0,0.0,-31.924427,0.0,0.0,-51.273429,0.0,0.0,-332.233539
1.65,88.0,98.0,23.779612,88.0,98.0,30.285389,0.0,0.0,-29.053974,0.0,0.0,-48.701065,0.0,0.0,-306.945201
1.66,88.0,98.0,23.504908,88.0,98.0,29.823964,0.0,0.0,-26.253694,0.0,0.0,-46.142477,0.0,0.0,-282.323617
1.67,88.0,98.0,23.257638,88.0,98.0,29.38791,0.0,0.0,-23.533719,0.0,0.0,-43.605453,0.0,0.0,-258.462839
1.68,88.0,98.0,23.036951,88.0,98.0,28.97693,0.0,0.0,-20.904425,0.0,0.0,-41.098012,0.0,0.0,-235.459256
1.69,88.0,98.0,22.841894,88.0,98.0,28.590646,0.0,0.0,-18.376428,0.0,0.0,-38.628406,0.0,0.0,-213.411592
1.7,88.0,98.0,22.671407,88.0,98.0,28.228594,0.0,0.0,-15.960585,0.0,0.0,-36.205116,0.0,0.0,-192.420912
1.71,88.0,98.0,22.52432,88.0,98.0,27.890226,0.0,0.0,-13.667995,0.0,0.0,-33.836859,0.0,0.0,-172.590621
1.72,88.0,98.0,22.399354,88.0,98.0,27.5749,0.0,0.0,-11.509998,0.0,0.0,-31.532583,0.0,0.0,-154.026467
1.73,88.0,98.0,22.295112,88.0,98.0,27.281885,0.0,0.0,-9.498177,0.0,0.0,-29.301467,0.0,0.0,-136.836546
1.74,88.0,98.0,22.210085,88.0,98.0,27.010356,0.0,0.0,-7.644352,0.0,0.0,-27.152925,0.0,0.0,-121.131299
1.75,88.0,98.0,22.142642,88.0,98.0,26.75939,0.0,0.0,-5.960589,0.0,0.0,-25.096603,0.0,0.0,-107.023515
1.76,88.0,98.0,22.091033,88.0,98.0,26.527966,0.0,0.0,-4.459192,0.0,0.0,-23.142382,0.0,0.0,-94.628336
1.77,88.0,98.0,22.053384,88.0,98.0,26.314963,0.0,0.0,-3.152708,0.0,0.0,-21.300375,0.0,0.0,-84.063255
1.78,88.0,98.0,22.027695,88.0,98.0,26.119153,0.0,0.0,-2.053925,0.0,0.0,-19.580929,0.0,0.0,-75.448119
1.79,88.0,98.0,22.011838,88.0,98.0,25.939207,0.0,0.0,-1.175872,0.0,0.0,-17.994627,0.0,0.0,-68.905131
1.8,88.0,98.0,22.003553,88.0,98.0,25.773684,0.0,0.0,-0.531818,0.0,0.0,-16.552285,0.0,0.0,-64.558849
1.81,88.0,98.0,22.00045,88.0,98.0,25.621035,0.0,0.0,-0.135277,0.0,0.0,-15.264951,0.0,0.0,-62.536192
1.82,88.0,98.0,22.0,88.0,98.0,25.479595,0.0,0.0,0.0,0.0,0.0,-14.143913,0.0,0.0,-62.966437
1.83,88.0,98.0,22.0,88.0,98.0,25.347589,0.0,0.0,0.0,0.0,0.0,-13.200689,0.0,0.0,-65.981222
1.84,88.0,98.0,22.0,88.0,98.0,25.223239,0.0,0.0,0.0,0.0,0.0,-12.434916,0.0,0.0,-70.745076
1.85,88.0,98.0,22.0,88.0,98.0,25.105231,0.0,0.0,0.0,0.0,0.0,-11.800872,0.0,0.0,-73.625613
1.86,88.0,98.0,22.0,88.0,98.0,24.99266,0.0,0.0,0.0,0.0,0.0,-11.257083,0.0,0.0,-74.505629
1.87,88.0,98.0,22.0,88.0,98.0,24.884895,0.0,0.0,0.0,0.0,0.0,-10.776502,0.0,0.0,-74.124319
1.88,88.0,98.0,22.0,88.0,98.0,24.781481,0.0,0.0,0.0,0.0,0.0,-10.341432,0.0,0.0,-72.959446
1.89,88.0,98.0,22.0,88.0,98.0,24.682078,0.0,0.0,0.0,0.0,0.0,-9.940246,0.0,0.0,-71.319407
1.9,88.0,98.0,22.0,88.0,98.0,24.586426,0.0,0.0,0.0,0.0,0.0,-9.565251,0.0,0.0,-69.40289
1.91,88.0,98.0,22.0,88.0,98.0,24.494312,0.0,0.0,0.0,0.0,0.0,-9.211314,0.0,0.0,-67.337531
1.92,88.0,98.0,22.0,88.0,98.0,24.405563,0.0,0.0,0.0,0.0,0.0,-8.874962,0.0,0.0,-65.204962
1.93,88.0,98.0,22.0,88.0,98.0,24.320025,0.0,0.0,0.0,0.0,0.0,-8.553805,0.0,0.0,-63.057045
1.94,88.0,98.0,22.0,88.0,98.0,24.237563,0.0,0.0,0.0,0.0,0.0,-8.246159,0.0,0.0,-60.926383
1.95,88.0,98.0,22.0,88.0,98.0,24.158055,0.0,0.0,0.0,0.0,0.0,-7.950803,0.0,0.0,-58.83314
1.96,88.0,98.0,22.0,88.0,98.0,24.081387,0.0,0.0,0.0,0.0,0.0,-7.666821,0.0,0.0,-56.789449
1.97,88.0,98.0,22.0,88.0,98.0,24.007452,0.0,0.0,0.0,0.0,0.0,-7.393497,0.0,0.0,-54.802274
1.98,88.0,98.0,22.0,88.0,98.0,23.936149,0.0,0.0,0.0,0.0,0.0,-7.13025,0.0,0.0,-52.875261
1.99,88.0,98.0,22.0,88.0,98.0,23.867384,0.0,0.0,0.0,0.0,0.0,-6.876593,0.0,0.0,-51.009937
2.0,88.0,98.0,22.0,88.0,98.0,23.801063,0.0,0.0,0.0,0.0,0.0,-6.6321,0.0,0.0,-49.206486
