t,x_ref,y_ref,z_ref,x,y,z,vx_ref,vy_ref,vz_ref,vx,vy,vz,ux,uy,uz
10.32,326.415915,131.114219,95.0,330.418072,131.68587,94.795712,-53.308455,-8.678121,0.0,-39.689297,-6.740224,0.752193,-500.396416,-71.142365,5.583216
10.33,325.877147,131.026512,95.0,330.008205,131.616334,94.802967,-54.703795,-8.905269,0.0,-40.986711,-6.953651,0.725481,-512.126464,-72.792807,5.384942
10.34,325.324447,130.936538,95.0,329.585275,131.54465,94.809964,-56.101444,-9.132793,0.0,-42.292995,-7.168361,0.699717,-523.836407,-74.440659,5.193708
10.35,324.757794,130.844292,95.0,329.1492,131.470808,94.816713,-57.500814,-9.360598,0.0,-43.607515,-7.38425,0.674868,-535.521861,-76.085307,5.009266
10.36,324.177175,130.749773,95.0,328.699903,131.394796,94.823222,-58.901318,-9.588587,0.0,-44.929637,-7.60122,0.650902,-547.178499,-77.726141,4.831374
10.37,323.582581,130.652978,95.0,328.237316,131.316604,94.8295,-60.30238,-9.816666,0.0,-46.258737,-7.819171,0.627787,-558.802051,-79.362563,4.659799
10.38,322.97401,130.553909,95.0,327.761374,131.236224,94.835554,-61.703428,-10.044744,0.0,-47.594193,-8.038002,0.605492,-570.388309,-80.993979,4.494317
10.39,322.351464,130.452564,95.0,327.27202,131.153648,94.841394,-63.103897,-10.272727,0.0,-48.93539,-8.257617,0.58399,-581.933117,-82.619802,4.334712
10.4,321.714952,130.348946,95.0,326.769203,131.068869,94.847027,-64.503231,-10.500526,0.0,-50.281719,-8.477918,0.563251,-593.43238,-84.239456,4.180775
10.41,321.064489,130.243056,95.0,326.252877,130.98188,94.852459,-65.900877,-10.72805,0.0,-51.632574,-8.698809,0.543248,-604.882057,-85.852368,4.032305
10.42,320.400092,130.134899,95.0,325.723003,130.892678,94.857699,-67.29629,-10.95521,0.0,-52.987358,-8.920195,0.523956,-616.278162,-87.457975,3.889107
10.43,319.721789,130.024477,95.0,325.179549,130.801259,94.862752,-68.688934,-11.181919,0.0,-54.345477,-9.141982,0.505349,-627.616767,-89.055722,3.750994
10.44,319.029608,129.911797,95.0,324.622485,130.707618,94.867626,-70.078275,-11.408091,0.0,-55.706345,-9.364075,0.487403,-638.893997,-90.645059,3.617787
10.45,318.323586,129.796863,95.0,324.051791,130.611754,94.872327,-71.463789,-11.63364,0.0,-57.06938,-9.586382,0.470094,-650.106032,-92.225445,3.48931
10.46,317.603763,129.679682,95.0,323.467451,130.513666,94.876861,-72.844958,-11.858482,0.0,-58.434007,-9.808813,0.453399,-661.249106,-93.796346,3.365395
10.47,316.870185,129.560263,95.0,322.869455,130.413353,94.881234,-74.22127,-12.082532,0.0,-59.799657,-10.031276,0.437298,-672.319511,-95.357235,3.245881
10.48,316.122903,129.438612,95.0,322.257797,130.310816,94.885452,-75.592221,-12.30571,0.0,-61.165766,-10.253681,0.421768,-683.313587,-96.907593,3.130611
10.49,315.361973,129.31474,95.0,321.632479,130.206057,94.88952,-76.95731,-12.527934,0.0,-62.531777,-10.475941,0.40679,-694.227734,-98.446908,3.019435
10.5,314.587457,129.188656,95.0,320.993508,130.099077,94.893443,-78.316047,-12.749124,0.0,-63.897138,-10.697967,0.392344,-705.0584,-99.974675,2.912207
10.51,313.799419,129.060371,95.0,320.340895,129.989881,94.897227,-79.667947,-12.969201,0.0,-65.261304,-10.919672,0.378411,-715.802093,-101.490398,2.808787
10.52,312.99793,128.929896,95.0,319.674658,129.878471,94.900877,-81.01253,-13.188086,0.0,-66.623737,-11.140971,0.364972,-726.455368,-102.993587,2.709039
10.53,312.183067,128.797243,95.0,318.994819,129.764853,94.904397,-82.349324,-13.405704,0.0,-67.983904,-11.361779,0.352011,-737.014839,-104.483759,2.612834
10.54,311.354908,128.662427,95.0,318.301406,129.649033,94.907792,-83.677865,-13.621978,0.0,-69.341276,-11.582012,0.339511,-747.477169,-105.96044,2.520045
10.55,310.513538,128.52546,95.0,317.594452,129.531017,94.911067,-84.997692,-13.836834,0.0,-70.695336,-11.801588,0.327454,-757.839077,-107.423161,2.430552
10.56,309.659047,128.386357,95.0,316.873997,129.410813,94.914225,-86.308354,-14.050197,0.0,-72.045567,-12.020424,0.315825,-768.097334,-108.871463,2.344237
10.57,308.791529,128.245133,95.0,316.140082,129.288428,94.917271,-87.609405,-14.261996,0.0,-73.391461,-12.23844,0.304609,-778.248764,-110.304893,2.260987
10.58,307.911081,128.101804,95.0,315.392757,129.163873,94.920209,-88.900406,-14.472159,0.0,-74.732518,-12.455556,0.293792,-788.290245,-111.723005,2.180693
10.59,307.017805,127.956387,95.0,314.632075,129.037156,94.923043,-90.180925,-14.680616,0.0,-76.068242,-12.671693,0.283358,-798.218706,-113.125362,2.103251
10.6,306.111809,127.808899,95.0,313.858093,128.908288,94.925776,-91.450535,-14.887296,0.0,-77.398143,-12.886774,0.273295,-808.031133,-114.511533,2.028559
10.61,305.193203,127.659359,95.0,313.070876,128.777281,94.928412,-92.708818,-15.092133,0.0,-78.72174,-13.100721,0.26359,-817.724559,-115.881095,1.956519
10.62,304.262103,127.507784,95.0,312.27049,128.644146,94.930954,-93.95536,-15.295059,0.0,-80.038554,-13.31346,0.254229,-827.296075,-117.233633,1.887038
10.63,303.318628,127.354195,95.0,311.457009,128.508897,94.933406,-95.189756,-15.496007,0.0,-81.348117,-13.524914,0.245201,-836.742822,-118.568737,1.820024
10.64,302.3629,127.198612,95.0,310.630509,128.371547,94.935771,-96.411606,-15.694913,0.0,-82.649964,-13.735011,0.236493,-846.061995,-119.886008,1.755391
10.65,301.395047,127.041054,95.0,309.791073,128.23211,94.938052,-97.620517,-15.891712,0.0,-83.943638,-13.943677,0.228095,-855.250842,-121.185052,1.693052
10.66,300.4152,126.881544,95.0,308.938786,128.090602,94.940252,-98.816103,-16.086342,0.0,-85.228688,-14.150842,0.219994,-864.306663,-122.465483,1.632927
10.67,299.423494,126.720104,95.0,308.073739,127.947038,94.942374,-99.997985,-16.278742,0.0,-86.50467,-14.356434,0.212182,-873.22681,-123.726923,1.574938
10.68,298.420068,126.556755,95.0,307.196028,127.801434,94.94442,-101.165788,-16.468849,0.0,-87.771146,-14.560383,0.204647,-882.00869,-124.969,1.519008
10.69,297.405063,126.391522,95.0,306.305751,127.653808,94.946394,-102.319148,-16.656605,0.0,-89.027683,-14.762622,0.197379,-890.649761,-126.191351,1.465064
10.7,296.378625,126.224427,95.0,305.403013,127.504177,94.948298,-103.457703,-16.841952,0.0,-90.273857,-14.963083,0.19037,-899.147535,-127.39362,1.413035
10.71,295.340904,126.055496,95.0,304.48792,127.35256,94.950134,-104.581101,-17.02483,0.0,-91.509248,-15.161698,0.183609,-907.499574,-128.575458,1.362855
10.72,294.292054,125.884753,95.0,303.560586,127.198976,94.951904,-105.688996,-17.205185,0.0,-92.733445,-15.358404,0.177089,-915.703497,-129.736524,1.314456
10.73,293.232229,125.712223,95.0,302.621125,127.043444,94.953612,-106.781046,-17.382961,0.0,-93.946041,-15.553134,0.1708,-923.756971,-130.876483,1.267776
10.74,292.161591,125.537933,95.0,301.669659,126.885986,94.95526,-107.856918,-17.558103,0.0,-95.146637,-15.745826,0.164734,-931.65772,-131.995011,1.222754
10.75,291.080301,125.36191,95.0,300.70631,126.726622,94.956849,-108.916287,-17.730558,0.0,-96.33484,-15.936418,0.158884,-939.403517,-133.091787,1.179331
10.76,289.988527,125.184179,95.0,299.731208,126.565373,94.958381,-109.958831,-17.900275,0.0,-97.510263,-16.124848,0.153242,-946.992191,-134.166501,1.13745
10.77,288.886438,125.004769,95.0,298.744483,126.402263,94.959859,-110.984237,-18.067201,0.0,-98.672526,-16.311055,0.1478,-954.421621,-135.218848,1.097056
10.78,287.774206,124.823708,95.0,297.74627,126.237313,94.961285,-111.992197,-18.231288,0.0,-99.821257,-16.494982,0.142551,-961.689739,-136.248533,1.058097
10.79,286.652006,124.641024,95.0,296.736709,126.070547,94.962659,-112.982412,-18.392486,0.0,-100.956087,-16.676568,0.137489,-968.794532,-137.255265,1.020521
10.8,285.520018,124.456747,95.0,295.715943,125.90199,94.963986,-113.954588,-18.550747,0.0,-102.076656,-16.855758,0.132606,-975.734038,-138.238764,0.984279
10.81,284.378423,124.270906,95.0,294.684116,125.731665,94.965265,-114.908437,-18.706025,0.0,-103.18261,-17.032495,0.127897,-982.506347,-139.198755,0.949325
10.82,283.227404,124.083531,95.0,293.64138,125.559598,94.966498,-115.843679,-18.858273,0.0,-104.273601,-17.206724,0.123355,-989.109602,-140.134972,0.915612
10.83,282.067149,123.894652,95.0,292.587888,125.385814,94.967688,-116.760039,-19.007448,0.0,-105.349289,-17.378392,0.118974,-995.541999,-141.047155,0.883096
10.84,280.897848,123.704301,95.0,291.523794,125.210339,94.968835,-117.657251,-19.153506,0.0,-106.409339,-17.547444,0.114749,-1001.801789,-141.935054,0.851735
10.85,279.719693,123.512508,95.0,290.44926,125.033201,94.969942,-118.535053,-19.296404,0.0,-107.453423,-17.71383,0.110674,-1007.88727,-142.798424,0.821488
10.86,278.532879,123.319306,95.0,289.364448,124.854426,94.971009,-119.393191,-19.436101,0.0,-108.481219,-17.877499,0.106744,-1013.796799,-143.637027,0.792315
10.87,277.337603,123.124726,95.0,288.269524,124.674042,94.972039,-120.231419,-19.572557,0.0,-109.492412,-18.0384,0.102953,-1019.528781,-144.450636,0.764177
10.88,276.134065,122.928801,95.0,287.164657,124.492077,94.973032,-121.049493,-19.705731,0.0,-110.486695,-18.196485,0.099297,-1025.081676,-145.239028,0.737039
10.89,274.922467,122.731564,95.0,286.050019,124.30856,94.97399,-121.847181,-19.835588,0.0,-111.463764,-18.351707,0.095771,-1030.453995,-146.001989,0.710865
10.9,273.703014,122.533049,95.0,284.925786,124.12352,94.974913,-122.624255,-19.962088,0.0,-112.423326,-18.504018,0.09237,-1035.644305,-146.739313,0.685621
10.91,272.475913,122.333288,95.0,283.792135,123.936986,94.975804,-123.380493,-20.085197,0.0,-113.36509,-18.653374,0.089089,-1040.651222,-147.450799,0.661272
10.92,271.241372,122.132316,95.0,282.649247,123.748989,94.976664,-124.11568,-20.204878,0.0,-114.288774,-18.799729,0.085925,-1045.473415,-148.136256,0.637789
10.93,269.999603,121.930168,95.0,281.497306,123.559558,94.977492,-124.82961,-20.321099,0.0,-115.194104,-18.943041,0.082874,-1050.109609,-148.795501,0.615139
10.94,268.750818,121.726877,95.0,280.336498,123.368726,94.978292,-125.522079,-20.433827,0.0,-116.080809,-19.083266,0.079931,-1054.558578,-149.428355,0.593294
10.95,267.495233,121.52248,95.0,279.167012,123.176522,94.979062,-126.192894,-20.543029,0.0,-116.948627,-19.220365,0.077092,-1058.81915,-150.034651,0.572225
10.96,266.233065,121.317011,95.0,277.989039,122.982979,94.979806,-126.841867,-20.648676,0.0,-117.797301,-19.354295,0.074355,-1062.890207,-150.614225,0.551903
10.97,264.964532,121.110505,95.0,276.802773,122.788129,94.980523,-127.468815,-20.750737,0.0,-118.626583,-19.485019,0.071714,-1066.770681,-151.166923,0.532304
10.98,263.689856,120.903,95.0,275.608411,122.592004,94.981215,-128.073564,-20.849185,0.0,-119.436229,-19.612498,0.069167,-1070.459559,-151.6926,0.5134
10.99,262.409257,120.69453,95.0,274.406151,122.394637,94.981882,-128.655945,-20.943991,0.0,-120.226003,-19.736695,0.066711,-1073.955879,-152.191115,0.495168
11.0,261.122962,120.485133,95.0,273.196194,122.196061,94.982525,-129.215797,-21.03513,0.0,-120.995674,-19.857574,0.064342,-1077.258733,-152.662336,0.477583
11.01,259.831194,120.274845,95.0,271.978744,121.99631,94.983146,-129.752965,-21.122576,0.0,-121.74502,-19.9751,0.062057,-1080.367265,-153.106139,0.460623
11.02,258.53418,120.063704,95.0,270.754005,121.795418,94.983744,-130.267299,-21.206305,0.0,-122.473823,-20.089239,0.059853,-1083.280672,-153.522408,0.444265
11.03,257.232151,119.851745,95.0,269.522187,121.593418,94.984322,-130.758659,-21.286293,0.0,-123.181874,-20.199959,0.057728,-1085.998203,-153.911033,0.428488
11.04,255.925335,119.639008,95.0,268.283497,121.390346,94.984879,-131.226908,-21.36252,0.0,-123.868969,-20.307227,0.055678,-1088.519161,-154.271911,0.413271
11.05,254.613963,119.425529,95.0,267.038148,121.186236,94.985416,-131.671918,-21.434963,0.0,-124.53491,-20.411013,0.0537,-1090.8429,-154.604949,0.398595
11.06,253.298268,119.211346,95.0,265.786353,120.981123,94.985933,-132.093566,-21.503604,0.0,-125.179507,-20.511288,0.051793,-1092.968827,-154.910059,0.38444
11.07,251.978484,118.996497,95.0,264.528327,120.775043,94.986433,-132.491738,-21.568423,0.0,-125.802576,-20.608023,0.049954,-1094.896404,-155.187163,0.370787
11.08,250.654845,118.781021,95.0,263.264288,120.568031,94.986915,-132.866324,-21.629402,0.0,-126.403939,-20.70119,0.04818,-1096.625143,-155.436188,0.35762
11.09,249.327587,118.564956,95.0,261.994453,120.360123,94.987379,-133.217222,-21.686525,0.0,-126.983426,-20.790762,0.046469,-1098.154609,-155.65707,0.34492
11.1,247.996948,118.34834,95.0,260.719045,120.151356,94.987828,-133.544336,-21.739776,0.0,-127.540873,-20.876716,0.044819,-1099.484421,-155.849752,0.332671
11.11,246.663164,118.131213,95.0,259.438283,119.941766,94.98826,-133.847577,-21.78914,0.0,-128.076122,-20.959026,0.043227,-1100.614249,-156.014184,0.320857
11.12,245.326474,117.913612,95.0,258.152393,119.731389,94.988677,-134.126863,-21.834606,0.0,-128.589021,-21.037669,0.041692,-1101.543818,-156.150325,0.309462
11.13,243.987118,117.695577,95.0,256.861599,119.520263,94.989079,-134.382116,-21.876158,0.0,-129.079426,-21.112622,0.040211,-1102.272903,-156.25814,0.298472
11.14,242.645335,117.477148,95.0,255.566127,119.308424,94.989467,-134.61327,-21.913788,0.0,-129.547198,-21.183866,0.038783,-1102.801334,-156.337602,0.287873
11.15,241.301367,117.258362,95.0,254.266205,119.095911,94.989841,-134.820259,-21.947484,0.0,-129.992208,-21.25138,0.037406,-1103.128992,-156.388693,0.27765
11.16,239.955455,117.03926,95.0,252.962062,118.882759,94.990202,-135.003029,-21.977237,0.0,-130.414329,-21.315144,0.036078,-1103.255811,-156.411399,0.26779
11.17,238.607841,116.819881,95.0,251.653927,118.669008,94.99055,-135.16153,-22.00304,0.0,-130.813443,-21.375142,0.034796,-1103.181779,-156.405716,0.25828
11.18,237.258766,116.600264,95.0,250.342033,118.454694,94.990885,-135.295719,-22.024884,0.0,-131.189439,-21.431356,0.033561,-1102.906935,-156.371648,0.249108
11.19,235.908475,116.380449,95.0,249.026611,118.239856,94.991209,-135.405559,-22.042765,0.0,-131.542211,-21.48377,0.032369,-1102.431372,-156.309205,0.240261
11.2,234.557209,116.160476,95.0,247.707894,118.024533,94.991521,-135.491021,-22.056678,0.0,-131.871662,-21.53237,0.031219,-1101.755234,-156.218406,0.231729
11.21,233.205212,115.940383,95.0,246.386117,117.808761,94.991822,-135.552082,-22.066618,0.0,-132.177698,-21.577142,0.030111,-1100.878721,-156.099275,0.2235
11.22,231.852728,115.720212,95.0,245.061515,117.592581,94.992113,-135.588725,-22.072583,0.0,-132.460235,-21.618074,0.029041,-1099.802081,-155.951846,0.215562
11.23,230.5,115.5,95.0,243.734323,117.376029,94.992393,-135.60094,-22.074572,0.0,-132.719193,-21.655155,0.02801,-1098.525618,-155.776159,0.207907
11.24,229.147272,115.279788,95.0,242.404778,117.159145,94.992663,-135.588725,-22.072583,0.0,-132.9545,-21.688373,0.027015,-1097.049688,-155.572263,0.200524
11.25,227.794788,115.059617,95.0,241.073117,116.941968,94.992923,-135.552082,-22.066618,0.0,-133.166092,-21.71772,0.026056,-1095.3747,-155.340213,0.193403
11.26,226.442791,114.839524,95.0,239.739578,116.724536,94.993175,-135.491021,-22.056678,0.0,-133.353908,-21.743187,0.025131,-1093.501115,-155.080072,0.186535
11.27,225.091525,114.619551,95.0,238.404399,116.506889,94.993417,-135.405559,-22.042765,0.0,-133.517896,-21.764767,0.024238,-1091.429446,-154.79191,0.17991
11.28,223.741234,114.399736,95.0,237.067819,116.289064,94.993651,-135.295719,-22.024884,0.0,-133.658009,-21.782454,0.023377,-1089.160261,-154.475807,0.173521
11.29,222.392159,114.180119,95.0,235.730077,116.071102,94.993876,-135.16153,-22.00304,0.0,-133.77421,-21.796243,0.022547,-1086.694178,-154.131847,0.167359
11.3,221.044545,113.96074,95.0,234.391412,115.85304,94.994094,-135.003029,-21.977237,0.0,-133.866465,-21.806129,0.021747,-1084.03187,-153.760123,0.161416
11.31,219.698633,113.741638,95.0,233.052065,115.634919,94.994304,-134.820259,-21.947484,0.0,-133.934747,-21.812111,0.020974,-1081.174061,-153.360737,0.155683
11.32,218.354665,113.522852,95.0,231.712274,115.416777,94.994506,-134.61327,-21.913788,0.0,-133.979037,-21.814186,0.020229,-1078.121529,-152.933796,0.150155
11.33,217.012882,113.304423,95.0,230.372281,115.198654,94.994701,-134.382116,-21.876158,0.0,-133.999323,-21.812354,0.019511,-1074.875103,-152.479415,0.144822
11.34,215.673526,113.086388,95.0,229.032325,114.980588,94.994889,-134.126863,-21.834606,0.0,-133.995597,-21.806614,0.018818,-1071.435667,-151.997719,0.139679
11.35,214.336836,112.868787,95.0,227.692646,114.762618,94.995071,-133.847577,-21.78914,0.0,-133.967859,-21.796969,0.01815,-1067.804156,-151.488837,0.134719
11.36,213.003052,112.65166,95.0,226.353485,114.544784,94.995246,-133.544336,-21.739776,0.0,-133.916117,-21.78342,0.017505,-1063.981558,-150.952907,0.129935
11.37,211.672413,112.435044,95.0,225.015081,114.327124,94.995415,-133.217222,-21.686525,0.0,-133.840384,-21.765971,0.016884,-1059.968913,-150.390076,0.12532
11.38,210.345155,112.218979,95.0,223.677675,114.109678,94.995577,-132.866324,-21.629402,0.0,-133.740679,-21.744627,0.016284,-1055.767316,-149.800496,0.12087
11.39,209.021516,112.003503,95.0,222.341504,113.892484,94.995734,-132.491738,-21.568423,0.0,-133.617028,-21.719393,0.015706,-1051.377913,-149.184328,0.116577
11.4,207.701732,111.788654,95.0,221.00681,113.675581,94.995886,-132.093566,-21.503604,0.0,-133.469466,-21.690276,0.015148,-1046.801902,-148.54174,0.112437
11.41,206.386037,111.574471,95.0,219.673829,113.459008,94.996032,-131.671918,-21.434963,0.0,-133.298032,-21.657284,0.01461,-1042.040535,-147.872908,0.108444
11.42,205.074665,111.360992,95.0,218.342802,113.242804,94.996173,-131.226908,-21.36252,0.0,-133.102771,-21.620426,0.014091,-1037.095117,-147.178015,0.104593
11.43,203.767849,111.148255,95.0,217.013964,113.027007,94.996309,-130.758659,-21.286293,0.0,-132.883736,-21.579712,0.013591,-1031.967004,-146.457251,0.100879
11.44,202.46582,110.936296,95.0,215.687554,112.811655,94.99644,-130.267299,-21.206305,0.0,-132.640988,-21.535152,0.013108,-1026.657606,-145.710815,0.097296
11.45,201.168806,110.725155,95.0,214.363808,112.596788,94.996566,-129.752965,-21.122576,0.0,-132.374591,-21.486759,0.012643,-1021.168385,-144.938912,0.093841
11.46,199.877038,110.514867,95.0,213.042962,112.382442,94.996688,-129.215797,-21.03513,0.0,-132.084619,-21.434546,0.012194,-1015.500857,-144.141756,0.090509
11.47,198.590743,110.30547,95.0,211.725251,112.168657,94.996806,-128.655945,-20.943991,0.0,-131.771149,-21.378527,0.011761,-1009.65659,-143.319567,0.087294
11.48,197.310144,110.097,95.0,210.410908,111.95547,94.996919,-128.073564,-20.849185,0.0,-131.43427,-21.318718,0.011343,-1003.637203,-142.472573,0.084194
11.49,196.035468,109.889495,95.0,209.100167,111.742918,94.997029,-127.468815,-20.750737,0.0,-131.074071,-21.255135,0.01094,-997.44437,-141.60101,0.081204
11.5,194.766935,109.682989,95.0,207.793261,111.531041,94.997134,-126.841867,-20.648676,0.0,-130.690653,-21.187794,0.010552,-991.079816,-140.705121,0.078321
11.51,193.504767,109.47752,95.0,206.49042,111.319873,94.997236,-126.192894,-20.543029,0.0,-130.28412,-21.116716,0.010177,-984.545321,-139.785157,0.075539
11.52,192.249182,109.273123,95.0,205.191874,111.109454,94.997334,-125.522079,-20.433827,0.0,-129.854585,-21.041919,0.009816,-977.842715,-138.841376,0.072857
11.53,191.000397,109.069832,95.0,203.897852,110.89982,94.997429,-124.82961,-20.321099,0.0,-129.402166,-20.963424,0.009467,-970.973883,-137.874044,0.070269
11.54,189.758628,108.867684,95.0,202.608582,110.691007,94.99752,-124.11568,-20.204878,0.0,-128.926989,-20.881253,0.009131,-963.940761,-136.883433,0.067774
11.55,188.524087,108.666712,95.0,201.32429,110.483053,94.997608,-123.380493,-20.085197,0.0,-128.429185,-20.795428,0.008807,-956.745338,-135.869825,0.065367
11.56,187.296986,108.466951,95.0,200.045201,110.275993,94.997693,-122.624255,-19.962088,0.0,-127.908893,-20.705974,0.008494,-949.389656,-134.833508,0.063046
11.57,186.077533,108.268436,95.0,198.771539,110.069864,94.997775,-121.847181,-19.835588,0.0,-127.366258,-20.612916,0.008192,-941.87581,-133.774777,0.060807
11.58,184.865935,108.071199,95.0,197.503525,109.864701,94.997854,-121.049493,-19.705731,0.0,-126.80143,-20.516278,0.007901,-934.205948,-132.693936,0.058647
11.59,183.662397,107.875274,95.0,196.241379,109.660541,94.99793,-120.231419,-19.572557,0.0,-126.214569,-20.41609,0.007621,-926.38227,-131.591295,0.056565
11.6,182.467121,107.680694,95.0,194.985321,109.457417,94.998004,-119.393191,-19.436101,0.0,-125.605839,-20.312378,0.00735,-918.407028,-130.467173,0.054556
11.61,181.280307,107.487492,95.0,193.735566,109.255365,94.998075,-118.535053,-19.296404,0.0,-124.975411,-20.205171,0.007089,-910.282527,-129.321896,0.052618
11.62,180.102152,107.295699,95.0,192.492332,109.05442,94.998143,-117.657251,-19.153506,0.0,-124.323463,-20.094501,0.006837,-902.011127,-128.155795,0.05075
11.63,178.932851,107.105348,95.0,191.25583,108.854616,94.998209,-116.760039,-19.007448,0.0,-123.65018,-19.980399,0.006594,-893.595237,-126.969214,0.048948
11.64,177.772596,106.916469,95.0,190.026272,108.655987,94.998273,-115.843679,-18.858273,0.0,-122.955753,-19.862896,0.00636,-885.037322,-125.762498,0.047209
11.65,176.621577,106.729094,95.0,188.803869,108.458567,94.998334,-114.908437,-18.706025,0.0,-122.240379,-19.742027,0.006134,-876.339898,-124.536005,0.045533
11.66,175.479982,106.543253,95.0,187.588826,108.262389,94.998393,-113.954588,-18.550747,0.0,-121.504262,-19.617827,0.005917,-867.505533,-123.290098,0.043916
11.67,174.347994,106.358976,95.0,186.38135,108.067485,94.99845,-112.982412,-18.392486,0.0,-120.747614,-19.49033,0.005706,-858.53685,-122.025147,0.042356
11.68,173.225794,106.176292,95.0,185.181643,107.87389,94.998505,-111.992197,-18.231288,0.0,-119.970651,-19.359573,0.005504,-849.436522,-120.741531,0.040852
11.69,172.113562,105.995231,95.0,183.989907,107.681634,94.998558,-110.984237,-18.067201,0.0,-119.173598,-19.225595,0.005308,-840.207277,-119.439634,0.039401
11.7,171.011473,105.815821,95.0,182.806341,107.490749,94.99861,-109.958831,-17.900275,0.0,-118.356686,-19.088434,0.00512,-830.851895,-118.119852,0.038002
11.71,169.919699,105.63809,95.0,181.631139,107.301268,94.998659,-108.916287,-17.730558,0.0,-117.52015,-18.94813,0.004938,-821.373207,-116.782584,0.036653
11.72,168.838409,105.462067,95.0,180.464497,107.113221,94.998707,-107.856918,-17.558103,0.0,-116.664236,-18.804725,0.004763,-811.7741,-115.428239,0.035351
11.73,167.767771,105.287777,95.0,179.306605,106.926638,94.998752,-106.781046,-17.382961,0.0,-115.789194,-18.658259,0.004593,-802.05751,-114.057232,0.034095
11.74,166.707946,105.115247,95.0,178.157652,106.74155,94.998797,-105.688996,-17.205185,0.0,-114.89528,-18.508777,0.00443,-792.226429,-112.669987,0.032885
11.75,165.659096,104.944504,95.0,177.017824,106.557987,94.998839,-104.581101,-17.02483,0.0,-113.982757,-18.356323,0.004273,-782.283899,-111.266935,0.031717
11.76,164.621375,104.775573,95.0,175.887305,106.375978,94.998881,-103.457703,-16.841952,0.0,-113.051897,-18.200942,0.004121,-772.233017,-109.848514,0.03059
11.77,163.594937,104.608478,95.0,174.766276,106.195551,94.99892,-102.319148,-16.656605,0.0,-112.102975,-18.04268,0.003975,-762.076931,-108.415169,0.029504
11.78,162.579932,104.443245,95.0,173.654913,106.016735,94.998959,-101.165788,-16.468849,0.0,-111.136276,-17.881585,0.003834,-751.818842,-106.967355,0.028456
11.79,161.576506,104.279896,95.0,172.553392,105.839558,94.998996,-99.997985,-16.278742,0.0,-110.152088,-17.717705,0.003698,-741.462005,-105.505532,0.027446
11.8,160.5848,104.118456,95.0,171.461885,105.664047,94.999031,-98.816103,-16.086342,0.0,-109.150708,-17.551091,0.003566,-731.009726,-104.030167,0.026471
11.81,159.604953,103.958946,95.0,170.380561,105.490229,94.999066,-97.620517,-15.891712,0.0,-108.132439,-17.381791,0.00344,-720.465365,-102.541738,0.025531
11.82,158.6371,103.801388,95.0,169.309585,105.318131,94.999099,-96.411606,-15.694913,0.0,-107.097591,-17.20986,0.003317,-709.832333,-101.040728,0.024624
11.83,157.681372,103.645805,95.0,168.24912,105.147777,94.999131,-95.189756,-15.496007,0.0,-106.04648,-17.035348,0.0032,-699.114095,-99.527626,0.02375
11.84,156.737897,103.492216,95.0,167.199326,104.979194,94.999162,-93.95536,-15.295059,0.0,-104.979429,-16.858311,0.003086,-688.31417,-98.002933,0.022906
11.85,155.806797,103.340641,95.0,166.160358,104.812406,94.999192,-92.708818,-15.092133,0.0,-103.896767,-16.678802,0.002976,-677.436127,-96.467152,0.022093
11.86,154.888191,103.191101,95.0,165.13237,104.647437,94.99922,-91.450535,-14.887296,0.0,-102.79883,-16.496879,0.002871,-666.483588,-94.920799,0.021308
11.87,153.982195,103.043613,95.0,164.11551,104.484311,94.999248,-90.180925,-14.680616,0.0,-101.685961,-16.312597,0.002769,-655.46023,-93.364394,0.020552
11.88,153.088919,102.898196,95.0,163.109925,104.323051,94.999275,-88.900406,-14.472159,0.0,-100.558508,-16.126016,0.00267,-644.369781,-91.798465,0.019822
11.89,152.208471,102.754867,95.0,162.115757,104.163679,94.9993,-87.609405,-14.261996,0.0,-99.416828,-15.937195,0.002576,-633.216021,-90.223547,0.019118
11.9,151.340953,102.613643,95.0,161.133144,104.006217,94.999325,-86.308354,-14.050197,0.0,-98.261282,-15.746193,0.002484,-622.002785,-88.640186,0.018439
11.91,150.486462,102.47454,95.0,160.162221,103.850686,94.999349,-84.997692,-13.836834,0.0,-97.09224,-15.553073,0.002396,-610.733959,-87.04893,0.017784
11.92,149.645092,102.337573,95.0,159.203121,103.697107,94.999372,-83.677865,-13.621978,0.0,-95.910077,-15.357897,0.002311,-599.413482,-85.45034,0.017153
11.93,148.816933,102.202757,95.0,158.255969,103.5455,94.999395,-82.349324,-13.405704,0.0,-94.715175,-15.160728,0.002229,-588.045345,-83.84498,0.016544
11.94,148.00207,102.070104,95.0,157.32089,103.395884,94.999416,-81.01253,-13.188086,0.0,-93.507923,-14.96163,0.00215,-576.633593,-82.233424,0.015956
11.95,147.200581,101.939629,95.0,156.398002,103.248277,94.999437,-79.667947,-12.969201,0.0,-92.288716,-14.760671,0.002073,-565.182323,-80.616253,0.015389
11.96,146.412543,101.811344,95.0,155.487423,103.102698,94.999457,-78.316047,-12.749124,0.0,-91.057956,-14.557915,0.002,-553.695685,-78.994056,0.014843
11.97,145.638027,101.68526,95.0,154.589262,102.959164,94.999476,-76.95731,-12.527934,0.0,-89.816051,-14.353432,0.001929,-542.177882,-77.367428,0.014316
11.98,144.877097,101.561388,95.0,153.703628,102.817691,94.999495,-75.592221,-12.30571,0.0,-88.563416,-14.14729,0.00186,-530.633168,-75.736972,0.013807
