component_name,expected_visible,export_visibility_state,alpha,display_color,visibility_risk,notes
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
control_box_cable_gland_stubs,yes,visible,1.000,"rgba(0.030,0.360,0.120,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.340,0.350,0.360,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
main_cable_chain_links,yes,visible,1.000,"rgba(0.020,0.020,0.025,1.000)",low,visible compound STEP geometry
cable_chain_fixed_anchor,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
cable_chain_fixed_anchor,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
cable_chain_moving_anchor,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
cable_chain_moving_anchor,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
moving_flexible_hose_bundle,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_clamps,yes,visible,1.000,"rgba(0.015,0.015,0.015,1.000)",low,visible compound STEP geometry
cable_chain_mounting_tabs_usage,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
cable_chain_mounting_tabs_usage,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
cable_chain_mounting_tabs_usage,yes,visible,1.000,"rgba(0.320,0.330,0.340,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.550,0.570,0.580,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.550,0.570,0.580,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.550,0.570,0.580,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
z_gripper_adapter_plate_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.080,0.085,0.090,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.015,0.015,0.018,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.620,0.640,0.650,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
electric_parallel_gripper_body_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
two_finger_gripper_jaws_v1,yes,visible,1.000,"rgba(0.620,0.640,0.650,1.000)",low,visible compound STEP geometry
two_finger_gripper_jaws_v1,yes,visible,1.000,"rgba(0.620,0.640,0.650,1.000)",low,visible compound STEP geometry
two_finger_gripper_jaws_v1,yes,visible,1.000,"rgba(0.620,0.640,0.650,1.000)",low,visible compound STEP geometry
two_finger_gripper_jaws_v1,yes,visible,1.000,"rgba(0.620,0.640,0.650,1.000)",low,visible compound STEP geometry
soft_tube_contact_pads_v1,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
soft_tube_contact_pads_v1,yes,visible,1.000,"rgba(0.010,0.010,0.010,1.000)",low,visible compound STEP geometry
soft_tube_contact_pads_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
soft_tube_contact_pads_v1,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
gripper_cable_strain_relief_v1,yes,visible,1.000,"rgba(0.008,0.008,0.009,1.000)",low,visible compound STEP geometry
gripper_cable_strain_relief_v1,yes,visible,1.000,"rgba(0.008,0.008,0.009,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.160,0.160,0.170,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.160,0.160,0.170,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_y_slider_top_adapter_plate_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.160,0.160,0.170,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.450,0.460,0.470,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.450,0.460,0.470,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
left_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.160,0.160,0.170,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.600,0.610,0.620,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.450,0.460,0.470,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.450,0.460,0.470,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
right_x_beam_end_saddle_v1_3,yes,visible,1.000,"rgba(0.030,0.030,0.032,1.000)",low,visible compound STEP geometry
