component_name,expected_visible,export_visibility_state,alpha,display_color,visibility_risk,notes
base_plate_1200x900x15,yes,visible,1.000,"rgba(0.700,0.720,0.740,1.000)",low,visible compound STEP geometry
xz_adapter_plate_simplified,yes,visible,1.000,"rgba(0.500,0.540,0.560,1.000)",low,visible compound STEP geometry
xz_adapter_plate_simplified,yes,visible,1.000,"rgba(0.040,0.040,0.040,1.000)",low,visible compound STEP geometry
xz_adapter_plate_simplified,yes,visible,1.000,"rgba(0.040,0.040,0.040,1.000)",low,visible compound STEP geometry
xz_adapter_plate_simplified,yes,visible,1.000,"rgba(0.040,0.040,0.040,1.000)",low,visible compound STEP geometry
xz_adapter_plate_simplified,yes,visible,1.000,"rgba(0.040,0.040,0.040,1.000)",low,visible compound STEP geometry
scan_tube_holder,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
scan_tube_holder,yes,visible,1.000,"rgba(0.040,0.040,0.040,1.000)",low,visible compound STEP geometry
barcode_scanner_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
barcode_scanner_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
barcode_scanner_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
photoelectric_sensor_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
photoelectric_sensor_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
photoelectric_sensor_mount_bracket,yes,visible,1.000,"rgba(0.320,0.340,0.350,1.000)",low,visible compound STEP geometry
left_y_axis_module,yes,visible,1.000,"rgba(0.220,0.230,0.240,1.000)",low,visible compound STEP geometry
right_y_axis_module,yes,visible,1.000,"rgba(0.220,0.230,0.240,1.000)",low,visible compound STEP geometry
x_axis_module_on_gantry,yes,visible,1.000,"rgba(0.220,0.230,0.240,1.000)",low,visible compound STEP geometry
z_axis_module,yes,visible,1.000,"rgba(0.220,0.230,0.240,1.000)",low,visible compound STEP geometry
input_box_1,yes,visible,1.000,"rgba(0.650,0.760,0.880,1.000)",low,visible compound STEP geometry
input_box_2,yes,visible,1.000,"rgba(0.650,0.760,0.880,1.000)",low,visible compound STEP geometry
input_box_3,yes,visible,1.000,"rgba(0.650,0.760,0.880,1.000)",low,visible compound STEP geometry
input_box_4,yes,visible,1.000,"rgba(0.650,0.760,0.880,1.000)",low,visible compound STEP geometry
barcode_scanner,yes,visible,1.000,"rgba(0.060,0.060,0.060,1.000)",low,visible compound STEP geometry
photoelectric_sensor,yes,visible,1.000,"rgba(0.140,0.140,0.140,1.000)",low,visible compound STEP geometry
category_A_output_box_4x6,yes,visible,1.000,"rgba(0.580,0.450,0.720,1.000)",low,visible compound STEP geometry
category_B_output_box_4x6,yes,visible,1.000,"rgba(0.860,0.750,0.360,1.000)",low,visible compound STEP geometry
category_C_output_box_4x6,yes,visible,1.000,"rgba(0.450,0.610,0.820,1.000)",low,visible compound STEP geometry
category_D_output_box_4x6,yes,visible,1.000,"rgba(0.750,0.420,0.400,1.000)",low,visible compound STEP geometry
manual_review_bin_2x3,yes,visible,1.000,"rgba(0.580,0.580,0.580,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.080,0.340,0.950,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.860,0.050,0.050,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_1_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.080,0.340,0.950,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.860,0.050,0.050,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_2_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.080,0.340,0.950,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.860,0.050,0.050,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_3_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_01_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,0.820,0.050,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_02_yellow100,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.080,0.340,0.950,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_03_blue75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.860,0.050,0.050,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_04_red75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,0.550,"rgba(0.780,0.840,0.880,0.550)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.450,0.160,0.750,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(1.000,1.000,1.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
input_box_4_demo_tube_05_purple75,yes,visible,1.000,"rgba(0.000,0.000,0.000,1.000)",low,visible compound STEP geometry
