instance_name,subpart_name,color_name,r,g,b,a,source_path,notes
input_demo_tube_10_purple75,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"input rack row 3, col 6; v5 input rack origin"
input_demo_tube_10_purple75,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"input rack row 3, col 6; v5 input rack origin"
input_demo_tube_11_blue75,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,tube_cap,blue_cap,0.08,0.34,0.95,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_11_blue75,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,"input rack row 4, col 1; v5 input rack origin"
input_demo_tube_12_red75,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,tube_cap,red_cap,0.86,0.05,0.05,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
input_demo_tube_12_red75,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,"input rack row 4, col 5; v5 input rack origin"
scan_station_demo_tube_yellow100,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,tube_cap,yellow_cap,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
scan_station_demo_tube_yellow100,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,v5 scan tube moved away from gantry center and scanner body
category_A_classified_tube_01_purple75,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,tube_cap,purple_cap,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_01_purple75,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 1, col 1; v5 output origin"
category_A_classified_tube_02_purple75,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,tube_cap,purple_cap,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_A_classified_tube_02_purple75,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,"Category A output row 2, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,tube_body_13mm_od,light_gray_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,tube_cap,yellow_cap,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_white_label_220deg,white_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_1,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_2,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_3,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_4,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_5,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_6,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_7,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_8,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
category_B_classified_tube_01_yellow100,curved_barcode_stripe_9,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,"Category B output row 1, col 2; v5 output origin"
xz_adapter_plate_simplified,adapter_plate,adapter_gray,0.5,0.54,0.56,1.0,generated:xz_adapter_plate_simplified,v5 resized/shifted simplified X-Z adapter plate
label_plate_INPUT,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_INPUT,INPUT name plate with dark base and light text/marker
label_plate_INPUT,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_INPUT,INPUT name plate with dark base and light text/marker
label_plate_A,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_A,A name plate with dark base and light text/marker
label_plate_A,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_A,A name plate with dark base and light text/marker
label_plate_B,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_B,B name plate with dark base and light text/marker
label_plate_B,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_B,B name plate with dark base and light text/marker
label_plate_C,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_C,C name plate with dark base and light text/marker
label_plate_C,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_C,C name plate with dark base and light text/marker
label_plate_D,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_D,D name plate with dark base and light text/marker
label_plate_D,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_D,D name plate with dark base and light text/marker
label_plate_REVIEW,plate_base,label_plate_dark,0.04,0.04,0.04,1.0,generated:label_plate_REVIEW,REVIEW name plate with dark base and light text/marker
label_plate_REVIEW,raised_text,label_plate_text_light,0.92,0.92,0.86,1.0,generated:label_plate_REVIEW,REVIEW name plate with dark base and light text/marker
