animation_id,frame_id,run_id,sample_id,state,category,x_mm,y_mm,target_zone,event_type,event_label,notes
baseline_multi_box_sorting,157,baseline_multi_box_run,MBOX-090,PLACE_TUBE,Category A,174.000,128.000,output_A,place_to_output,place to Category A,place tube
baseline_multi_box_sorting,158,baseline_multi_box_run,MBOX-091,SCAN_BARCODE,Category D,-140.000,60.000,manual_review,scan,scan barcode,scan and classify
baseline_multi_box_sorting,159,baseline_multi_box_run,MBOX-091,PLACE_TUBE,Category D,-152.000,-314.000,manual_review,place_to_manual_review,place to manual review,place tube
baseline_multi_box_sorting,160,baseline_multi_box_run,MBOX-092,APPROACH_INPUT_SLOT,Category B,-372.000,-147.000,output_B,trajectory,APPROACH_INPUT_SLOT,approach input slot
baseline_multi_box_sorting,161,baseline_multi_box_run,MBOX-092,MOVE_SAFE_ABOVE_TARGET,Category B,384.000,128.000,output_B,move_to_output,move to target,move above target
baseline_multi_box_sorting,162,baseline_multi_box_run,MBOX-093,MOVE_SAFE_ABOVE_SCAN,Category C,-140.000,60.000,output_C,move_to_scan,move to scan,move above scan station
baseline_multi_box_sorting,163,baseline_multi_box_run,MBOX-093,RETREAT_TO_SAFE_Z,Category C,174.000,-82.000,output_C,trajectory,RETREAT_TO_SAFE_Z,retreat after place
baseline_multi_box_sorting,164,baseline_multi_box_run,MBOX-094,CLASSIFY_SAMPLE,Category D,-140.000,60.000,output_D,classify,classify sample,scan and classify
baseline_multi_box_sorting,165,baseline_multi_box_run,MBOX-095,PICK_TUBE,Category A,-288.000,-147.000,output_A,pick,pick tube,pick tube
baseline_multi_box_sorting,166,baseline_multi_box_run,MBOX-095,APPROACH_TARGET_SLOT,Category A,202.000,128.000,output_A,trajectory,APPROACH_TARGET_SLOT,approach target slot
baseline_multi_box_sorting,167,baseline_multi_box_run,MBOX-096,APPROACH_SCAN_STATION,Category B,-140.000,60.000,output_B,trajectory,APPROACH_SCAN_STATION,approach scan station
baseline_multi_box_sorting,168,baseline_multi_box_run,MBOX-096,RETREAT_TO_SAFE_Z,Category B,412.000,128.000,output_B,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,1,forced_category_A_full,MBOX-001,MOVE_SAFE_ABOVE_INPUT,Category A,-400.000,327.000,output_A,move_to_input,move to input,move to input safe height
category_hold_resume,2,forced_category_A_full,MBOX-001,PICK_TUBE,Category A,-400.000,327.000,output_A,pick,pick tube,pick tube
category_hold_resume,3,forced_category_A_full,MBOX-001,MOVE_SAFE_ABOVE_SCAN,Category A,-140.000,60.000,output_A,move_to_scan,move to scan,move above scan station
category_hold_resume,4,forced_category_A_full,MBOX-001,SCAN_BARCODE,Category A,-140.000,60.000,output_A,scan,scan barcode,scan and classify
category_hold_resume,5,forced_category_A_full,MBOX-001,CLASSIFY_SAMPLE,Category A,-140.000,60.000,output_A,classify,classify sample,scan and classify
category_hold_resume,6,forced_category_A_full,MBOX-001,MOVE_SAFE_ABOVE_TARGET,Category A,90.000,212.000,output_A,move_to_output,move to target,move above target
category_hold_resume,7,forced_category_A_full,MBOX-001,PLACE_TUBE,Category A,90.000,212.000,output_A,place_to_output,place to Category A,place tube
category_hold_resume,8,forced_category_A_full,MBOX-001,RETREAT_TO_SAFE_Z,Category A,90.000,212.000,output_A,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,9,forced_category_A_full,MBOX-002,APPROACH_SCAN_STATION,Category B,-140.000,60.000,output_B,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,10,forced_category_A_full,MBOX-002,PLACE_TUBE,Category B,300.000,212.000,output_B,place_to_output,place to Category B,place tube
category_hold_resume,11,forced_category_A_full,MBOX-003,MOVE_SAFE_ABOVE_SCAN,Category C,-140.000,60.000,output_C,move_to_scan,move to scan,move above scan station
category_hold_resume,12,forced_category_A_full,MBOX-003,APPROACH_TARGET_SLOT,Category C,90.000,2.000,output_C,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,13,forced_category_A_full,MBOX-004,LIFT_TO_SAFE_Z,Category D,-316.000,327.000,output_D,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,14,forced_category_A_full,MBOX-004,MOVE_SAFE_ABOVE_TARGET,Category D,300.000,2.000,output_D,move_to_output,move to target,move above target
category_hold_resume,15,forced_category_A_full,MBOX-005,PICK_TUBE,manual_review,-288.000,327.000,manual_review,pick,pick tube,pick tube
category_hold_resume,16,forced_category_A_full,MBOX-005,LIFT_TO_SAFE_Z_AFTER_SCAN,manual_review,-140.000,60.000,manual_review,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,17,forced_category_A_full,MBOX-005,PLACE_TUBE,manual_review,-208.000,-286.000,manual_review,place_to_manual_review,place to manual review,place tube
category_hold_resume,18,forced_category_A_full,MBOX-006,APPROACH_INPUT_SLOT,Category A,-260.000,327.000,output_A,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,19,forced_category_A_full,MBOX-006,CLASSIFY_SAMPLE,Category A,-140.000,60.000,output_A,classify,classify sample,scan and classify
category_hold_resume,20,forced_category_A_full,MBOX-007,MOVE_SAFE_ABOVE_INPUT,Category B,-400.000,299.000,output_B,move_to_input,move to input,move to input safe height
category_hold_resume,21,forced_category_A_full,MBOX-007,SCAN_BARCODE,Category B,-140.000,60.000,output_B,scan,scan barcode,scan and classify
category_hold_resume,22,forced_category_A_full,MBOX-007,RETREAT_TO_SAFE_Z,Category B,328.000,212.000,output_B,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,23,forced_category_A_full,MBOX-008,APPROACH_SCAN_STATION,Category C,-140.000,60.000,output_C,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,24,forced_category_A_full,MBOX-008,PLACE_TUBE,Category C,118.000,2.000,output_C,place_to_output,place to Category C,place tube
category_hold_resume,25,forced_category_A_full,MBOX-009,MOVE_SAFE_ABOVE_SCAN,Category D,-140.000,60.000,output_D,move_to_scan,move to scan,move above scan station
category_hold_resume,26,forced_category_A_full,MBOX-009,APPROACH_TARGET_SLOT,Category D,328.000,2.000,output_D,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,27,forced_category_A_full,MBOX-010,LIFT_TO_SAFE_Z,Category A,-316.000,299.000,output_A,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,28,forced_category_A_full,MBOX-010,MOVE_SAFE_ABOVE_TARGET,Category A,146.000,212.000,output_A,move_to_output,move to target,move above target
category_hold_resume,29,forced_category_A_full,MBOX-011,PICK_TUBE,Category B,-288.000,299.000,output_B,pick,pick tube,pick tube
category_hold_resume,30,forced_category_A_full,MBOX-011,LIFT_TO_SAFE_Z_AFTER_SCAN,Category B,-140.000,60.000,output_B,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,31,forced_category_A_full,MBOX-012,APPROACH_INPUT_SLOT,Category C,-260.000,299.000,output_C,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,32,forced_category_A_full,MBOX-012,CLASSIFY_SAMPLE,Category C,-140.000,60.000,output_C,classify,classify sample,scan and classify
category_hold_resume,33,forced_category_A_full,MBOX-013,MOVE_SAFE_ABOVE_INPUT,Category D,-400.000,271.000,output_D,move_to_input,move to input,move to input safe height
category_hold_resume,34,forced_category_A_full,MBOX-013,SCAN_BARCODE,Category D,-140.000,60.000,output_D,scan,scan barcode,scan and classify
category_hold_resume,35,forced_category_A_full,MBOX-013,RETREAT_TO_SAFE_Z,Category D,356.000,2.000,output_D,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,36,forced_category_A_full,MBOX-014,APPROACH_SCAN_STATION,Category A,-140.000,60.000,output_A,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,37,forced_category_A_full,MBOX-014,PLACE_TUBE,Category A,174.000,212.000,output_A,place_to_output,place to Category A,place tube
category_hold_resume,38,forced_category_A_full,MBOX-015,MOVE_SAFE_ABOVE_SCAN,Category B,-140.000,60.000,output_B,move_to_scan,move to scan,move above scan station
category_hold_resume,39,forced_category_A_full,MBOX-015,APPROACH_TARGET_SLOT,Category B,384.000,212.000,output_B,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,40,forced_category_A_full,MBOX-016,LIFT_TO_SAFE_Z,Category C,-316.000,271.000,output_C,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,41,forced_category_A_full,MBOX-016,MOVE_SAFE_ABOVE_TARGET,Category C,174.000,2.000,output_C,move_to_output,move to target,move above target
category_hold_resume,42,forced_category_A_full,MBOX-017,PICK_TUBE,Category D,-288.000,271.000,output_D,pick,pick tube,pick tube
category_hold_resume,43,forced_category_A_full,MBOX-017,LIFT_TO_SAFE_Z_AFTER_SCAN,Category D,-140.000,60.000,output_D,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,44,forced_category_A_full,MBOX-018,HOLD_CATEGORY,Category A,-260.000,271.000,,category_hold,Category A HOLD,held-category sample skipped before pick and queued
category_hold_resume,45,forced_category_A_full,MBOX-019,MOVE_SAFE_ABOVE_INPUT,manual_review,-400.000,243.000,manual_review,move_to_input,move to input,move to input safe height
category_hold_resume,46,forced_category_A_full,MBOX-019,SCAN_BARCODE,manual_review,-140.000,60.000,manual_review,scan,scan barcode,scan and classify
category_hold_resume,47,forced_category_A_full,MBOX-019,PLACE_TUBE,manual_review,-180.000,-286.000,manual_review,place_to_manual_review,place to manual review,place tube
category_hold_resume,48,forced_category_A_full,MBOX-019,RETREAT_TO_SAFE_Z,manual_review,-180.000,-286.000,manual_review,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,49,forced_category_A_full,MBOX-020,APPROACH_SCAN_STATION,Category B,-140.000,60.000,output_B,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,50,forced_category_A_full,MBOX-020,PLACE_TUBE,Category B,412.000,212.000,output_B,place_to_output,place to Category B,place tube
category_hold_resume,51,forced_category_A_full,MBOX-021,MOVE_SAFE_ABOVE_SCAN,Category C,-140.000,60.000,output_C,move_to_scan,move to scan,move above scan station
category_hold_resume,52,forced_category_A_full,MBOX-021,APPROACH_TARGET_SLOT,Category C,202.000,2.000,output_C,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,53,forced_category_A_full,MBOX-022,LIFT_TO_SAFE_Z,Category D,-316.000,243.000,output_D,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,54,forced_category_A_full,MBOX-022,MOVE_SAFE_ABOVE_TARGET,Category D,412.000,2.000,output_D,move_to_output,move to target,move above target
category_hold_resume,55,forced_category_A_full,MBOX-023,SKIP_HELD_CATEGORY,Category A,-288.000,243.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,56,forced_category_A_full,MBOX-024,APPROACH_INPUT_SLOT,Category B,-260.000,243.000,output_B,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,57,forced_category_A_full,MBOX-024,CLASSIFY_SAMPLE,Category B,-140.000,60.000,output_B,classify,classify sample,scan and classify
category_hold_resume,58,forced_category_A_full,MBOX-025,MOVE_SAFE_ABOVE_INPUT,Category C,-400.000,197.000,output_C,move_to_input,move to input,move to input safe height
category_hold_resume,59,forced_category_A_full,MBOX-025,SCAN_BARCODE,Category C,-140.000,60.000,output_C,scan,scan barcode,scan and classify
category_hold_resume,60,forced_category_A_full,MBOX-025,RETREAT_TO_SAFE_Z,Category C,230.000,2.000,output_C,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,61,forced_category_A_full,MBOX-026,APPROACH_SCAN_STATION,Category D,-140.000,60.000,output_D,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,62,forced_category_A_full,MBOX-026,PLACE_TUBE,Category D,440.000,2.000,output_D,place_to_output,place to Category D,place tube
category_hold_resume,63,forced_category_A_full,MBOX-027,SKIP_HELD_CATEGORY,Category A,-344.000,197.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,64,forced_category_A_full,MBOX-028,LIFT_TO_SAFE_Z,Category B,-316.000,197.000,output_B,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,65,forced_category_A_full,MBOX-028,MOVE_SAFE_ABOVE_TARGET,Category B,300.000,184.000,output_B,move_to_output,move to target,move above target
category_hold_resume,66,forced_category_A_full,MBOX-029,PICK_TUBE,Category C,-288.000,197.000,output_C,pick,pick tube,pick tube
category_hold_resume,67,forced_category_A_full,MBOX-029,LIFT_TO_SAFE_Z_AFTER_SCAN,Category C,-140.000,60.000,output_C,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,68,forced_category_A_full,MBOX-030,APPROACH_INPUT_SLOT,Category D,-260.000,197.000,output_D,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,69,forced_category_A_full,MBOX-030,CLASSIFY_SAMPLE,Category D,-140.000,60.000,output_D,classify,classify sample,scan and classify
category_hold_resume,70,forced_category_A_full,MBOX-031,SKIP_HELD_CATEGORY,Category A,-400.000,169.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,71,forced_category_A_full,MBOX-032,APPROACH_SCAN_STATION,Category B,-140.000,60.000,output_B,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,72,forced_category_A_full,MBOX-032,PLACE_TUBE,Category B,328.000,184.000,output_B,place_to_output,place to Category B,place tube
category_hold_resume,73,forced_category_A_full,MBOX-033,MOVE_SAFE_ABOVE_SCAN,Category C,-140.000,60.000,output_C,move_to_scan,move to scan,move above scan station
category_hold_resume,74,forced_category_A_full,MBOX-033,APPROACH_TARGET_SLOT,Category C,118.000,-26.000,output_C,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,75,forced_category_A_full,MBOX-034,LIFT_TO_SAFE_Z,Category D,-316.000,169.000,output_D,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,76,forced_category_A_full,MBOX-034,MOVE_SAFE_ABOVE_TARGET,Category D,328.000,-26.000,output_D,move_to_output,move to target,move above target
category_hold_resume,77,forced_category_A_full,MBOX-035,SKIP_HELD_CATEGORY,Category A,-288.000,169.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,78,forced_category_A_full,MBOX-036,APPROACH_INPUT_SLOT,Category B,-260.000,169.000,output_B,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,79,forced_category_A_full,MBOX-036,CLASSIFY_SAMPLE,Category B,-140.000,60.000,output_B,classify,classify sample,scan and classify
category_hold_resume,80,forced_category_A_full,MBOX-037,MOVE_SAFE_ABOVE_INPUT,manual_review,-400.000,141.000,manual_review,move_to_input,move to input,move to input safe height
category_hold_resume,81,forced_category_A_full,MBOX-037,SCAN_BARCODE,manual_review,-140.000,60.000,manual_review,scan,scan barcode,scan and classify
category_hold_resume,82,forced_category_A_full,MBOX-037,PLACE_TUBE,manual_review,-152.000,-286.000,manual_review,place_to_manual_review,place to manual review,place tube
category_hold_resume,83,forced_category_A_full,MBOX-037,RETREAT_TO_SAFE_Z,manual_review,-152.000,-286.000,manual_review,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,84,forced_category_A_full,MBOX-038,APPROACH_SCAN_STATION,Category C,-140.000,60.000,output_C,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,85,forced_category_A_full,MBOX-038,PLACE_TUBE,Category C,146.000,-26.000,output_C,place_to_output,place to Category C,place tube
category_hold_resume,86,forced_category_A_full,MBOX-039,MOVE_SAFE_ABOVE_SCAN,Category D,-140.000,60.000,output_D,move_to_scan,move to scan,move above scan station
category_hold_resume,87,forced_category_A_full,MBOX-039,APPROACH_TARGET_SLOT,Category D,356.000,-26.000,output_D,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,88,forced_category_A_full,MBOX-040,SKIP_HELD_CATEGORY,Category A,-316.000,141.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,89,forced_category_A_full,MBOX-041,PICK_TUBE,Category B,-288.000,141.000,output_B,pick,pick tube,pick tube
category_hold_resume,90,forced_category_A_full,MBOX-041,LIFT_TO_SAFE_Z_AFTER_SCAN,Category B,-140.000,60.000,output_B,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,91,forced_category_A_full,MBOX-042,APPROACH_INPUT_SLOT,Category C,-260.000,141.000,output_C,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,92,forced_category_A_full,MBOX-042,CLASSIFY_SAMPLE,Category C,-140.000,60.000,output_C,classify,classify sample,scan and classify
category_hold_resume,93,forced_category_A_full,MBOX-043,MOVE_SAFE_ABOVE_INPUT,Category D,-400.000,113.000,output_D,move_to_input,move to input,move to input safe height
category_hold_resume,94,forced_category_A_full,MBOX-043,SCAN_BARCODE,Category D,-140.000,60.000,output_D,scan,scan barcode,scan and classify
category_hold_resume,95,forced_category_A_full,MBOX-043,RETREAT_TO_SAFE_Z,Category D,384.000,-26.000,output_D,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,96,forced_category_A_full,MBOX-044,SKIP_HELD_CATEGORY,Category A,-372.000,113.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,97,forced_category_A_full,MBOX-045,MOVE_SAFE_ABOVE_SCAN,Category B,-140.000,60.000,output_B,move_to_scan,move to scan,move above scan station
category_hold_resume,98,forced_category_A_full,MBOX-045,APPROACH_TARGET_SLOT,Category B,412.000,184.000,output_B,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,99,forced_category_A_full,MBOX-046,LIFT_TO_SAFE_Z,Category C,-316.000,113.000,output_C,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,100,forced_category_A_full,MBOX-046,MOVE_SAFE_ABOVE_TARGET,Category C,202.000,-26.000,output_C,move_to_output,move to target,move above target
category_hold_resume,101,forced_category_A_full,MBOX-047,PICK_TUBE,Category D,-288.000,113.000,output_D,pick,pick tube,pick tube
category_hold_resume,102,forced_category_A_full,MBOX-047,LIFT_TO_SAFE_Z_AFTER_SCAN,Category D,-140.000,60.000,output_D,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,103,forced_category_A_full,MBOX-048,SKIP_HELD_CATEGORY,Category A,-260.000,113.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,104,forced_category_A_full,MBOX-049,MOVE_SAFE_ABOVE_INPUT,Category B,-400.000,67.000,output_B,move_to_input,move to input,move to input safe height
category_hold_resume,105,forced_category_A_full,MBOX-049,SCAN_BARCODE,Category B,-140.000,60.000,output_B,scan,scan barcode,scan and classify
category_hold_resume,106,forced_category_A_full,MBOX-049,RETREAT_TO_SAFE_Z,Category B,440.000,184.000,output_B,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,107,forced_category_A_full,MBOX-050,APPROACH_SCAN_STATION,Category C,-140.000,60.000,output_C,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,108,forced_category_A_full,MBOX-050,PLACE_TUBE,Category C,230.000,-26.000,output_C,place_to_output,place to Category C,place tube
category_hold_resume,109,forced_category_A_full,MBOX-051,MOVE_SAFE_ABOVE_SCAN,Category D,-140.000,60.000,output_D,move_to_scan,move to scan,move above scan station
category_hold_resume,110,forced_category_A_full,MBOX-051,APPROACH_TARGET_SLOT,Category D,440.000,-26.000,output_D,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,111,forced_category_A_full,MBOX-052,SKIP_HELD_CATEGORY,Category A,-316.000,67.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,112,forced_category_A_full,MBOX-053,PICK_TUBE,Category B,-288.000,67.000,output_B,pick,pick tube,pick tube
category_hold_resume,113,forced_category_A_full,MBOX-053,LIFT_TO_SAFE_Z_AFTER_SCAN,Category B,-140.000,60.000,output_B,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,114,forced_category_A_full,MBOX-054,APPROACH_INPUT_SLOT,Category C,-260.000,67.000,output_C,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,115,forced_category_A_full,MBOX-054,CLASSIFY_SAMPLE,Category C,-140.000,60.000,output_C,classify,classify sample,scan and classify
category_hold_resume,116,forced_category_A_full,MBOX-055,MOVE_SAFE_ABOVE_INPUT,Category D,-400.000,39.000,output_D,move_to_input,move to input,move to input safe height
category_hold_resume,117,forced_category_A_full,MBOX-055,SCAN_BARCODE,Category D,-140.000,60.000,output_D,scan,scan barcode,scan and classify
category_hold_resume,118,forced_category_A_full,MBOX-055,RETREAT_TO_SAFE_Z,Category D,300.000,-54.000,output_D,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,119,forced_category_A_full,MBOX-056,SKIP_HELD_CATEGORY,Category A,-372.000,39.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,120,forced_category_A_full,MBOX-057,MOVE_SAFE_ABOVE_SCAN,Category B,-140.000,60.000,output_B,move_to_scan,move to scan,move above scan station
category_hold_resume,121,forced_category_A_full,MBOX-057,APPROACH_TARGET_SLOT,Category B,328.000,156.000,output_B,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,122,forced_category_A_full,MBOX-058,LIFT_TO_SAFE_Z,manual_review,-316.000,39.000,manual_review,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,123,forced_category_A_full,MBOX-058,MOVE_SAFE_ABOVE_TARGET,manual_review,-208.000,-314.000,manual_review,move_to_output,move to target,move above target
category_hold_resume,124,forced_category_A_full,MBOX-058,PLACE_TUBE,manual_review,-208.000,-314.000,manual_review,place_to_manual_review,place to manual review,place tube
category_hold_resume,125,forced_category_A_full,MBOX-059,PICK_TUBE,Category C,-288.000,39.000,output_C,pick,pick tube,pick tube
category_hold_resume,126,forced_category_A_full,MBOX-059,LIFT_TO_SAFE_Z_AFTER_SCAN,Category C,-140.000,60.000,output_C,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,127,forced_category_A_full,MBOX-060,APPROACH_INPUT_SLOT,Category D,-260.000,39.000,output_D,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,128,forced_category_A_full,MBOX-060,CLASSIFY_SAMPLE,Category D,-140.000,60.000,output_D,classify,classify sample,scan and classify
category_hold_resume,129,forced_category_A_full,MBOX-061,SKIP_HELD_CATEGORY,Category A,-400.000,11.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,130,forced_category_A_full,MBOX-062,APPROACH_SCAN_STATION,Category B,-140.000,60.000,output_B,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,131,forced_category_A_full,MBOX-062,PLACE_TUBE,Category B,356.000,156.000,output_B,place_to_output,place to Category B,place tube
category_hold_resume,132,forced_category_A_full,MBOX-063,MOVE_SAFE_ABOVE_SCAN,Category C,-140.000,60.000,output_C,move_to_scan,move to scan,move above scan station
category_hold_resume,133,forced_category_A_full,MBOX-063,APPROACH_TARGET_SLOT,Category C,146.000,-54.000,output_C,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,134,forced_category_A_full,MBOX-064,LIFT_TO_SAFE_Z,Category D,-316.000,11.000,output_D,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,135,forced_category_A_full,MBOX-064,MOVE_SAFE_ABOVE_TARGET,Category D,356.000,-54.000,output_D,move_to_output,move to target,move above target
category_hold_resume,136,forced_category_A_full,MBOX-065,SKIP_HELD_CATEGORY,Category A,-288.000,11.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,137,forced_category_A_full,MBOX-066,APPROACH_INPUT_SLOT,Category B,-260.000,11.000,output_B,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,138,forced_category_A_full,MBOX-066,CLASSIFY_SAMPLE,Category B,-140.000,60.000,output_B,classify,classify sample,scan and classify
category_hold_resume,139,forced_category_A_full,MBOX-067,MOVE_SAFE_ABOVE_INPUT,Category C,-400.000,-17.000,output_C,move_to_input,move to input,move to input safe height
category_hold_resume,140,forced_category_A_full,MBOX-067,SCAN_BARCODE,Category C,-140.000,60.000,output_C,scan,scan barcode,scan and classify
category_hold_resume,141,forced_category_A_full,MBOX-067,RETREAT_TO_SAFE_Z,Category C,174.000,-54.000,output_C,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,142,forced_category_A_full,MBOX-068,APPROACH_SCAN_STATION,Category D,-140.000,60.000,output_D,trajectory,APPROACH_SCAN_STATION,approach scan station
category_hold_resume,143,forced_category_A_full,MBOX-068,PLACE_TUBE,Category D,384.000,-54.000,output_D,place_to_output,place to Category D,place tube
category_hold_resume,144,forced_category_A_full,MBOX-069,SKIP_HELD_CATEGORY,Category A,-344.000,-17.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,145,forced_category_A_full,MBOX-070,LIFT_TO_SAFE_Z,Category B,-316.000,-17.000,output_B,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,146,forced_category_A_full,MBOX-070,MOVE_SAFE_ABOVE_TARGET,Category B,412.000,156.000,output_B,move_to_output,move to target,move above target
category_hold_resume,147,forced_category_A_full,MBOX-071,PICK_TUBE,Category C,-288.000,-17.000,output_C,pick,pick tube,pick tube
category_hold_resume,148,forced_category_A_full,MBOX-071,LIFT_TO_SAFE_Z_AFTER_SCAN,Category C,-140.000,60.000,output_C,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
category_hold_resume,149,forced_category_A_full,MBOX-072,APPROACH_INPUT_SLOT,Category D,-260.000,-17.000,output_D,trajectory,APPROACH_INPUT_SLOT,approach input slot
category_hold_resume,150,forced_category_A_full,MBOX-072,CLASSIFY_SAMPLE,Category D,-140.000,60.000,output_D,classify,classify sample,scan and classify
category_hold_resume,151,forced_category_A_full,MBOX-073,MOVE_SAFE_ABOVE_INPUT,Category C,-400.000,-63.000,manual_review,move_to_input,move to input,move to input safe height
category_hold_resume,152,forced_category_A_full,MBOX-073,SCAN_BARCODE,Category C,-140.000,60.000,manual_review,scan,scan barcode,scan and classify
category_hold_resume,153,forced_category_A_full,MBOX-073,PLACE_TUBE,Category C,-180.000,-314.000,manual_review,place_to_manual_review,place to manual review,place tube
category_hold_resume,154,forced_category_A_full,MBOX-073,RETREAT_TO_SAFE_Z,Category C,-180.000,-314.000,manual_review,trajectory,RETREAT_TO_SAFE_Z,retreat after place
category_hold_resume,155,forced_category_A_full,MBOX-074,SKIP_HELD_CATEGORY,Category A,-372.000,-63.000,,pending_queue,queued pending sample,held-category sample skipped before pick and queued
category_hold_resume,156,forced_category_A_full,MBOX-075,MOVE_SAFE_ABOVE_SCAN,Category B,-140.000,60.000,output_B,move_to_scan,move to scan,move above scan station
category_hold_resume,157,forced_category_A_full,MBOX-075,APPROACH_TARGET_SLOT,Category B,440.000,156.000,output_B,trajectory,APPROACH_TARGET_SLOT,approach target slot
category_hold_resume,158,forced_category_A_full,MBOX-076,LIFT_TO_SAFE_Z,Category C,-316.000,-63.000,output_C,trajectory,LIFT_TO_SAFE_Z,lift picked tube
category_hold_resume,159,forced_category_A_full,MBOX-076,MOVE_SAFE_ABOVE_TARGET,Category C,230.000,-54.000,output_C,move_to_output,move to target,move above target
category_hold_resume,160,forced_category_A_full,MBOX-077,PICK_TUBE,Category D,-288.000,-63.000,output_D,pick,pick tube,pick tube
