animation_id,frame_id,run_id,sample_id,state,category,x_mm,y_mm,target_zone,event_type,event_label,notes
baseline_multi_box_sorting,12,baseline_multi_box_run,MBOX-004,APPROACH_INPUT_SLOT,Category D,-316.000,327.000,output_D,trajectory,APPROACH_INPUT_SLOT,approach input slot
baseline_multi_box_sorting,13,baseline_multi_box_run,MBOX-004,MOVE_SAFE_ABOVE_TARGET,Category D,300.000,2.000,output_D,move_to_output,move to target,move above target
baseline_multi_box_sorting,14,baseline_multi_box_run,MBOX-005,MOVE_SAFE_ABOVE_SCAN,manual_review,-140.000,60.000,manual_review,move_to_scan,move to scan,move above scan station
baseline_multi_box_sorting,15,baseline_multi_box_run,MBOX-005,PLACE_TUBE,manual_review,-208.000,-286.000,manual_review,place_to_manual_review,place to manual review,place tube
baseline_multi_box_sorting,16,baseline_multi_box_run,MBOX-005,RETREAT_TO_SAFE_Z,manual_review,-208.000,-286.000,manual_review,trajectory,RETREAT_TO_SAFE_Z,retreat after place
baseline_multi_box_sorting,17,baseline_multi_box_run,MBOX-006,CLASSIFY_SAMPLE,Category A,-140.000,60.000,output_A,classify,classify sample,scan and classify
baseline_multi_box_sorting,18,baseline_multi_box_run,MBOX-007,PICK_TUBE,Category B,-400.000,299.000,output_B,pick,pick tube,pick tube
baseline_multi_box_sorting,19,baseline_multi_box_run,MBOX-007,APPROACH_TARGET_SLOT,Category B,328.000,212.000,output_B,trajectory,APPROACH_TARGET_SLOT,approach target slot
baseline_multi_box_sorting,20,baseline_multi_box_run,MBOX-008,APPROACH_SCAN_STATION,Category C,-140.000,60.000,output_C,trajectory,APPROACH_SCAN_STATION,approach scan station
baseline_multi_box_sorting,21,baseline_multi_box_run,MBOX-009,MOVE_SAFE_ABOVE_INPUT,Category D,-344.000,299.000,output_D,move_to_input,move to input,move to input safe height
baseline_multi_box_sorting,22,baseline_multi_box_run,MBOX-009,LIFT_TO_SAFE_Z_AFTER_SCAN,Category D,-140.000,60.000,output_D,trajectory,LIFT_TO_SAFE_Z_AFTER_SCAN,lift after scan
baseline_multi_box_sorting,23,baseline_multi_box_run,MBOX-010,LIFT_TO_SAFE_Z,Category A,-316.000,299.000,output_A,trajectory,LIFT_TO_SAFE_Z,lift picked tube
baseline_multi_box_sorting,24,baseline_multi_box_run,MBOX-010,PLACE_TUBE,Category A,146.000,212.000,output_A,place_to_output,place to Category A,place tube
