trajectory_id,sample_id,step_order,state,x_mm,y_mm,z_mm,within_x_range,within_y_range,within_z_range,check_status,notes
traj_017,TUBE-017,4,LIFT_TO_SAFE_Z,-118.000,286.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,9,MOVE_SAFE_ABOVE_TARGET,62.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,10,APPROACH_TARGET_SLOT,62.000,-344.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,11,PLACE_TUBE,62.000,-344.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_017,TUBE-017,12,RETREAT_TO_SAFE_Z,62.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,1,MOVE_SAFE_ABOVE_INPUT,-90.000,286.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,2,APPROACH_INPUT_SLOT,-90.000,286.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,3,PICK_TUBE,-90.000,286.000,55.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,4,LIFT_TO_SAFE_Z,-90.000,286.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,9,MOVE_SAFE_ABOVE_TARGET,222.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,10,APPROACH_TARGET_SLOT,222.000,-344.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,11,PLACE_TUBE,222.000,-344.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_018,TUBE-018,12,RETREAT_TO_SAFE_Z,222.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,1,MOVE_SAFE_ABOVE_INPUT,-230.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,2,APPROACH_INPUT_SLOT,-230.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,3,PICK_TUBE,-230.000,258.000,55.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,4,LIFT_TO_SAFE_Z,-230.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,9,MOVE_SAFE_ABOVE_TARGET,90.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,10,APPROACH_TARGET_SLOT,90.000,-174.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,11,PLACE_TUBE,90.000,-174.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_019,TUBE-019,12,RETREAT_TO_SAFE_Z,90.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,1,MOVE_SAFE_ABOVE_INPUT,-202.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,2,APPROACH_INPUT_SLOT,-202.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,3,PICK_TUBE,-202.000,258.000,80.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,4,LIFT_TO_SAFE_Z,-202.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,9,MOVE_SAFE_ABOVE_TARGET,250.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,10,APPROACH_TARGET_SLOT,250.000,-174.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,11,PLACE_TUBE,250.000,-174.000,70.000,yes,yes,yes,ok,within Stage 6A workspace
traj_020,TUBE-020,12,RETREAT_TO_SAFE_Z,250.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,1,MOVE_SAFE_ABOVE_INPUT,-174.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,2,APPROACH_INPUT_SLOT,-174.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,3,PICK_TUBE,-174.000,258.000,55.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,4,LIFT_TO_SAFE_Z,-174.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,9,MOVE_SAFE_ABOVE_TARGET,90.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,10,APPROACH_TARGET_SLOT,90.000,-344.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,11,PLACE_TUBE,90.000,-344.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_021,TUBE-021,12,RETREAT_TO_SAFE_Z,90.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,1,MOVE_SAFE_ABOVE_INPUT,-146.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,2,APPROACH_INPUT_SLOT,-146.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,3,PICK_TUBE,-146.000,258.000,55.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,4,LIFT_TO_SAFE_Z,-146.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,9,MOVE_SAFE_ABOVE_TARGET,250.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,10,APPROACH_TARGET_SLOT,250.000,-344.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,11,PLACE_TUBE,250.000,-344.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_022,TUBE-022,12,RETREAT_TO_SAFE_Z,250.000,-344.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,1,MOVE_SAFE_ABOVE_INPUT,-118.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,2,APPROACH_INPUT_SLOT,-118.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,3,PICK_TUBE,-118.000,258.000,55.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,4,LIFT_TO_SAFE_Z,-118.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,9,MOVE_SAFE_ABOVE_TARGET,118.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,10,APPROACH_TARGET_SLOT,118.000,-174.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,11,PLACE_TUBE,118.000,-174.000,45.000,yes,yes,yes,ok,within Stage 6A workspace
traj_023,TUBE-023,12,RETREAT_TO_SAFE_Z,118.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,1,MOVE_SAFE_ABOVE_INPUT,-90.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,2,APPROACH_INPUT_SLOT,-90.000,258.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,3,PICK_TUBE,-90.000,258.000,80.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,4,LIFT_TO_SAFE_Z,-90.000,258.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,5,MOVE_SAFE_ABOVE_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,6,APPROACH_SCAN_STATION,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,7,SCAN_BARCODE,-92.000,170.000,75.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,8,LIFT_TO_SAFE_Z_AFTER_SCAN,-92.000,170.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,9,MOVE_SAFE_ABOVE_TARGET,278.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,10,APPROACH_TARGET_SLOT,278.000,-174.000,120.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,11,PLACE_TUBE,278.000,-174.000,70.000,yes,yes,yes,ok,within Stage 6A workspace
traj_024,TUBE-024,12,RETREAT_TO_SAFE_Z,278.000,-174.000,180.000,yes,yes,yes,ok,within Stage 6A workspace
