run_id,sample_id,input_box_id,input_slot_id,tube_height_mm,category,barcode_status,is_abnormal,target_zone,target_box_id,target_slot_id,num_waypoints,estimated_xy_distance_mm,estimated_z_distance_mm,uses_manual_review,was_queued,queue_wait_event,final_status,notes
baseline_multi_box_run,MBOX-085,input_box_4,C1,75,Category D,success,no,output_D,category_D_output_box,D2,12,804.728,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0085_MBOX-085
baseline_multi_box_run,MBOX-086,input_box_4,C2,100,Category A,success,no,output_A,category_A_output_box,D3,12,587.000,750.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0086_MBOX-086
baseline_multi_box_run,MBOX-087,input_box_4,C3,75,Category B,success,no,output_B,category_B_output_box,D3,12,772.038,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0087_MBOX-087
baseline_multi_box_run,MBOX-088,input_box_4,C4,75,Category C,success,no,output_C,category_C_output_box,D3,12,570.344,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0088_MBOX-088
baseline_multi_box_run,MBOX-089,input_box_4,C5,100,Category D,success,no,output_D,category_D_output_box,D3,12,748.187,750.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0089_MBOX-089
baseline_multi_box_run,MBOX-090,input_box_4,C6,75,Category A,success,no,output_A,category_A_output_box,D4,12,536.780,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0090_MBOX-090
baseline_multi_box_run,MBOX-091,input_box_4,D1,75,Category D,success,yes,manual_review,manual_review_bin,B3,12,706.531,850.000,yes,no,,placed_manual_review,trajectory_id=baseline_multi_box_run_0091_MBOX-091
baseline_multi_box_run,MBOX-092,input_box_4,D2,100,Category B,success,no,output_B,category_B_output_box,D4,12,839.317,750.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0092_MBOX-092
baseline_multi_box_run,MBOX-093,input_box_4,D3,75,Category C,success,no,output_C,category_C_output_box,D4,12,635.244,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0093_MBOX-093
baseline_multi_box_run,MBOX-094,input_box_4,D4,75,Category D,success,no,output_D,category_D_output_box,D4,12,814.607,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0094_MBOX-094
baseline_multi_box_run,MBOX-095,input_box_4,D5,100,Category A,success,no,output_A,category_A_output_box,D5,12,603.161,750.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0095_MBOX-095
baseline_multi_box_run,MBOX-096,input_box_4,D6,75,Category B,success,no,output_B,category_B_output_box,D5,12,795.440,850.000,no,no,,placed_output,trajectory_id=baseline_multi_box_run_0096_MBOX-096
forced_category_A_full,MBOX-001,input_box_1,A1,75,Category A,success,no,output_A,category_A_output_box,A1,12,648.366,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0001_MBOX-001
forced_category_A_full,MBOX-002,input_box_1,A2,100,Category B,success,no,output_B,category_B_output_box,A1,12,819.228,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0002_MBOX-002
forced_category_A_full,MBOX-003,input_box_1,A3,75,Category C,success,no,output_C,category_C_output_box,A1,12,573.214,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0003_MBOX-003
forced_category_A_full,MBOX-004,input_box_1,A4,75,Category D,success,no,output_D,category_D_output_box,A1,12,763.595,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0004_MBOX-004
forced_category_A_full,MBOX-005,input_box_1,A5,100,unknown,missing,yes,manual_review,manual_review_bin,A1,12,657.894,750.000,yes,no,,placed_manual_review,trajectory_id=forced_category_A_full_0005_MBOX-005
forced_category_A_full,MBOX-006,input_box_1,A6,75,Category A,success,no,output_A,category_A_output_box,A2,12,592.173,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0006_MBOX-006
forced_category_A_full,MBOX-007,input_box_1,B1,75,Category B,success,no,output_B,category_B_output_box,A2,12,845.224,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0007_MBOX-007
forced_category_A_full,MBOX-008,input_box_1,B2,100,Category C,success,no,output_C,category_C_output_box,A2,12,597.523,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0008_MBOX-008
forced_category_A_full,MBOX-009,input_box_1,B3,75,Category D,success,no,output_D,category_D_output_box,A2,12,785.805,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0009_MBOX-009
forced_category_A_full,MBOX-010,input_box_1,B4,75,Category A,success,no,output_A,category_A_output_box,A3,12,620.694,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0010_MBOX-010
forced_category_A_full,MBOX-011,input_box_1,B5,100,Category B,success,no,output_B,category_B_output_box,A3,12,799.882,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0011_MBOX-011
forced_category_A_full,MBOX-012,input_box_1,B6,75,Category C,success,no,output_C,category_C_output_box,A3,12,559.256,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0012_MBOX-012
forced_category_A_full,MBOX-013,input_box_1,C1,75,Category D,success,no,output_D,category_D_output_box,A3,12,834.224,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0013_MBOX-013
forced_category_A_full,MBOX-014,input_box_1,C2,100,Category A,success,no,output_A,category_A_output_box,A4,12,662.455,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0014_MBOX-014
forced_category_A_full,MBOX-015,input_box_1,C3,75,Category B,success,no,output_B,category_B_output_box,A4,12,839.092,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0015_MBOX-015
forced_category_A_full,MBOX-016,input_box_1,C4,75,Category C,success,no,output_C,category_C_output_box,A4,12,594.079,850.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0016_MBOX-016
forced_category_A_full,MBOX-017,input_box_1,C5,100,Category D,success,no,output_D,category_D_output_box,A4,12,784.931,750.000,no,no,,placed_output,trajectory_id=forced_category_A_full_0017_MBOX-017
forced_category_A_full,MBOX-018,input_box_1,C6,75,Category A,success,no,,,,1,0.000,0.000,no,yes,forced_category_A_full_EVENT_001,queued_pending,trajectory_id=forced_category_A_full_0018_MBOX-018_queued
