run_id,trajectory_id,sample_id,step_order,state,input_box_id,input_slot_id,target_zone,target_box_id,target_slot_id,x_mm,y_mm,z_mm,gripper_action,scanner_action,category_status,pending_queue_action,operator_event,expected_result,notes
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,7,SCAN_BARCODE,input_box_1,A5,manual_review,manual_review_bin,A1,-140.000,60.000,75.000,hold,scan,not_applicable,none,,placed_manual_review,scan and classify
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,8,LIFT_TO_SAFE_Z_AFTER_SCAN,input_box_1,A5,manual_review,manual_review_bin,A1,-140.000,60.000,200.000,hold,off,not_applicable,none,,placed_manual_review,lift after scan
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,9,MOVE_SAFE_ABOVE_TARGET,input_box_1,A5,manual_review,manual_review_bin,A1,-208.000,-286.000,200.000,hold,off,not_applicable,none,,placed_manual_review,move above target
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,10,APPROACH_TARGET_SLOT,input_box_1,A5,manual_review,manual_review_bin,A1,-208.000,-286.000,130.000,hold,off,not_applicable,none,,placed_manual_review,approach target slot
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,11,PLACE_TUBE,input_box_1,A5,manual_review,manual_review_bin,A1,-208.000,-286.000,70.000,open,off,not_applicable,none,,placed_manual_review,place tube
baseline_multi_box_run,baseline_multi_box_run_0005_MBOX-005,MBOX-005,12,RETREAT_TO_SAFE_Z,input_box_1,A5,manual_review,manual_review_bin,A1,-208.000,-286.000,200.000,open,off,not_applicable,none,,placed_manual_review,retreat after place
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,1,MOVE_SAFE_ABOVE_INPUT,input_box_1,A6,output_A,category_A_output_box,A2,-260.000,327.000,200.000,open,off,available,none,,placed_output,move to input safe height
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,2,APPROACH_INPUT_SLOT,input_box_1,A6,output_A,category_A_output_box,A2,-260.000,327.000,130.000,open,off,available,none,,placed_output,approach input slot
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,3,PICK_TUBE,input_box_1,A6,output_A,category_A_output_box,A2,-260.000,327.000,55.000,close,off,available,none,,placed_output,pick tube
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,4,LIFT_TO_SAFE_Z,input_box_1,A6,output_A,category_A_output_box,A2,-260.000,327.000,200.000,hold,off,available,none,,placed_output,lift picked tube
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,5,MOVE_SAFE_ABOVE_SCAN,input_box_1,A6,output_A,category_A_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,move above scan station
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,6,APPROACH_SCAN_STATION,input_box_1,A6,output_A,category_A_output_box,A2,-140.000,60.000,75.000,hold,off,available,none,,placed_output,approach scan station
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,7,SCAN_BARCODE,input_box_1,A6,output_A,category_A_output_box,A2,-140.000,60.000,75.000,hold,scan,available,none,,placed_output,scan and classify
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,8,LIFT_TO_SAFE_Z_AFTER_SCAN,input_box_1,A6,output_A,category_A_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,lift after scan
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,9,MOVE_SAFE_ABOVE_TARGET,input_box_1,A6,output_A,category_A_output_box,A2,118.000,212.000,200.000,hold,off,available,none,,placed_output,move above target
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,10,APPROACH_TARGET_SLOT,input_box_1,A6,output_A,category_A_output_box,A2,118.000,212.000,130.000,hold,off,available,none,,placed_output,approach target slot
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,11,PLACE_TUBE,input_box_1,A6,output_A,category_A_output_box,A2,118.000,212.000,45.000,open,off,available,none,,placed_output,place tube
baseline_multi_box_run,baseline_multi_box_run_0006_MBOX-006,MBOX-006,12,RETREAT_TO_SAFE_Z,input_box_1,A6,output_A,category_A_output_box,A2,118.000,212.000,200.000,open,off,available,none,,placed_output,retreat after place
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,1,MOVE_SAFE_ABOVE_INPUT,input_box_1,B1,output_B,category_B_output_box,A2,-400.000,299.000,200.000,open,off,available,none,,placed_output,move to input safe height
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,2,APPROACH_INPUT_SLOT,input_box_1,B1,output_B,category_B_output_box,A2,-400.000,299.000,130.000,open,off,available,none,,placed_output,approach input slot
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,3,PICK_TUBE,input_box_1,B1,output_B,category_B_output_box,A2,-400.000,299.000,55.000,close,off,available,none,,placed_output,pick tube
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,4,LIFT_TO_SAFE_Z,input_box_1,B1,output_B,category_B_output_box,A2,-400.000,299.000,200.000,hold,off,available,none,,placed_output,lift picked tube
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,5,MOVE_SAFE_ABOVE_SCAN,input_box_1,B1,output_B,category_B_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,move above scan station
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,6,APPROACH_SCAN_STATION,input_box_1,B1,output_B,category_B_output_box,A2,-140.000,60.000,75.000,hold,off,available,none,,placed_output,approach scan station
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,7,SCAN_BARCODE,input_box_1,B1,output_B,category_B_output_box,A2,-140.000,60.000,75.000,hold,scan,available,none,,placed_output,scan and classify
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,8,LIFT_TO_SAFE_Z_AFTER_SCAN,input_box_1,B1,output_B,category_B_output_box,A2,-140.000,60.000,200.000,hold,off,available,none,,placed_output,lift after scan
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,9,MOVE_SAFE_ABOVE_TARGET,input_box_1,B1,output_B,category_B_output_box,A2,328.000,212.000,200.000,hold,off,available,none,,placed_output,move above target
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,10,APPROACH_TARGET_SLOT,input_box_1,B1,output_B,category_B_output_box,A2,328.000,212.000,130.000,hold,off,available,none,,placed_output,approach target slot
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,11,PLACE_TUBE,input_box_1,B1,output_B,category_B_output_box,A2,328.000,212.000,45.000,open,off,available,none,,placed_output,place tube
baseline_multi_box_run,baseline_multi_box_run_0007_MBOX-007,MBOX-007,12,RETREAT_TO_SAFE_Z,input_box_1,B1,output_B,category_B_output_box,A2,328.000,212.000,200.000,open,off,available,none,,placed_output,retreat after place
baseline_multi_box_run,baseline_multi_box_run_0008_MBOX-008,MBOX-008,1,MOVE_SAFE_ABOVE_INPUT,input_box_1,B2,output_C,category_C_output_box,A2,-372.000,299.000,200.000,open,off,available,none,,placed_output,move to input safe height
