trajectory_id,sample_id,step_order,state,zone,slot_id,x_mm,y_mm,z_mm,gripper_action,scanner_action,expected_result,notes
traj_018,TUBE-018,2,APPROACH_INPUT_SLOT,input,C6,-90.000,286.000,120.000,open,idle,,approach input slot
traj_018,TUBE-018,3,PICK_TUBE,input,C6,-90.000,286.000,55.000,close,idle,,grip 75 mm tube
traj_018,TUBE-018,4,LIFT_TO_SAFE_Z,input,C6,-90.000,286.000,180.000,hold,idle,,lift picked tube
traj_018,TUBE-018,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_018,TUBE-018,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_018,TUBE-018,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category D,scan and classify sample
traj_018,TUBE-018,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_018,TUBE-018,9,MOVE_SAFE_ABOVE_TARGET,category_d_bin,B1,222.000,-344.000,180.000,hold,idle,,move above selected target
traj_018,TUBE-018,10,APPROACH_TARGET_SLOT,category_d_bin,B1,222.000,-344.000,120.000,hold,idle,,approach target slot
traj_018,TUBE-018,11,PLACE_TUBE,category_d_bin,B1,222.000,-344.000,45.000,open,idle,,place 75 mm tube
traj_018,TUBE-018,12,RETREAT_TO_SAFE_Z,category_d_bin,B1,222.000,-344.000,180.000,open,idle,,retreat after place
traj_019,TUBE-019,1,MOVE_SAFE_ABOVE_INPUT,input,D1,-230.000,258.000,180.000,open,idle,,above input slot
traj_019,TUBE-019,2,APPROACH_INPUT_SLOT,input,D1,-230.000,258.000,120.000,open,idle,,approach input slot
traj_019,TUBE-019,3,PICK_TUBE,input,D1,-230.000,258.000,55.000,close,idle,,grip 75 mm tube
traj_019,TUBE-019,4,LIFT_TO_SAFE_Z,input,D1,-230.000,258.000,180.000,hold,idle,,lift picked tube
traj_019,TUBE-019,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_019,TUBE-019,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_019,TUBE-019,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category A,scan and classify sample
traj_019,TUBE-019,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_019,TUBE-019,9,MOVE_SAFE_ABOVE_TARGET,category_a_bin,B2,90.000,-174.000,180.000,hold,idle,,move above selected target
traj_019,TUBE-019,10,APPROACH_TARGET_SLOT,category_a_bin,B2,90.000,-174.000,120.000,hold,idle,,approach target slot
traj_019,TUBE-019,11,PLACE_TUBE,category_a_bin,B2,90.000,-174.000,45.000,open,idle,,place 75 mm tube
traj_019,TUBE-019,12,RETREAT_TO_SAFE_Z,category_a_bin,B2,90.000,-174.000,180.000,open,idle,,retreat after place
traj_020,TUBE-020,1,MOVE_SAFE_ABOVE_INPUT,input,D2,-202.000,258.000,180.000,open,idle,,above input slot
traj_020,TUBE-020,2,APPROACH_INPUT_SLOT,input,D2,-202.000,258.000,120.000,open,idle,,approach input slot
traj_020,TUBE-020,3,PICK_TUBE,input,D2,-202.000,258.000,80.000,close,idle,,grip 100 mm tube
traj_020,TUBE-020,4,LIFT_TO_SAFE_Z,input,D2,-202.000,258.000,180.000,hold,idle,,lift picked tube
traj_020,TUBE-020,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_020,TUBE-020,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_020,TUBE-020,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category B,scan and classify sample
traj_020,TUBE-020,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_020,TUBE-020,9,MOVE_SAFE_ABOVE_TARGET,category_b_bin,B2,250.000,-174.000,180.000,hold,idle,,move above selected target
traj_020,TUBE-020,10,APPROACH_TARGET_SLOT,category_b_bin,B2,250.000,-174.000,120.000,hold,idle,,approach target slot
traj_020,TUBE-020,11,PLACE_TUBE,category_b_bin,B2,250.000,-174.000,70.000,open,idle,,place 100 mm tube
traj_020,TUBE-020,12,RETREAT_TO_SAFE_Z,category_b_bin,B2,250.000,-174.000,180.000,open,idle,,retreat after place
traj_021,TUBE-021,1,MOVE_SAFE_ABOVE_INPUT,input,D3,-174.000,258.000,180.000,open,idle,,above input slot
traj_021,TUBE-021,2,APPROACH_INPUT_SLOT,input,D3,-174.000,258.000,120.000,open,idle,,approach input slot
traj_021,TUBE-021,3,PICK_TUBE,input,D3,-174.000,258.000,55.000,close,idle,,grip 75 mm tube
traj_021,TUBE-021,4,LIFT_TO_SAFE_Z,input,D3,-174.000,258.000,180.000,hold,idle,,lift picked tube
traj_021,TUBE-021,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_021,TUBE-021,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_021,TUBE-021,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category C,scan and classify sample
traj_021,TUBE-021,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_021,TUBE-021,9,MOVE_SAFE_ABOVE_TARGET,category_c_bin,B2,90.000,-344.000,180.000,hold,idle,,move above selected target
traj_021,TUBE-021,10,APPROACH_TARGET_SLOT,category_c_bin,B2,90.000,-344.000,120.000,hold,idle,,approach target slot
traj_021,TUBE-021,11,PLACE_TUBE,category_c_bin,B2,90.000,-344.000,45.000,open,idle,,place 75 mm tube
traj_021,TUBE-021,12,RETREAT_TO_SAFE_Z,category_c_bin,B2,90.000,-344.000,180.000,open,idle,,retreat after place
traj_022,TUBE-022,1,MOVE_SAFE_ABOVE_INPUT,input,D4,-146.000,258.000,180.000,open,idle,,above input slot
traj_022,TUBE-022,2,APPROACH_INPUT_SLOT,input,D4,-146.000,258.000,120.000,open,idle,,approach input slot
traj_022,TUBE-022,3,PICK_TUBE,input,D4,-146.000,258.000,55.000,close,idle,,grip 75 mm tube
traj_022,TUBE-022,4,LIFT_TO_SAFE_Z,input,D4,-146.000,258.000,180.000,hold,idle,,lift picked tube
traj_022,TUBE-022,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_022,TUBE-022,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_022,TUBE-022,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category D,scan and classify sample
traj_022,TUBE-022,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_022,TUBE-022,9,MOVE_SAFE_ABOVE_TARGET,category_d_bin,B2,250.000,-344.000,180.000,hold,idle,,move above selected target
traj_022,TUBE-022,10,APPROACH_TARGET_SLOT,category_d_bin,B2,250.000,-344.000,120.000,hold,idle,,approach target slot
traj_022,TUBE-022,11,PLACE_TUBE,category_d_bin,B2,250.000,-344.000,45.000,open,idle,,place 75 mm tube
traj_022,TUBE-022,12,RETREAT_TO_SAFE_Z,category_d_bin,B2,250.000,-344.000,180.000,open,idle,,retreat after place
traj_023,TUBE-023,1,MOVE_SAFE_ABOVE_INPUT,input,D5,-118.000,258.000,180.000,open,idle,,above input slot
traj_023,TUBE-023,2,APPROACH_INPUT_SLOT,input,D5,-118.000,258.000,120.000,open,idle,,approach input slot
traj_023,TUBE-023,3,PICK_TUBE,input,D5,-118.000,258.000,55.000,close,idle,,grip 75 mm tube
traj_023,TUBE-023,4,LIFT_TO_SAFE_Z,input,D5,-118.000,258.000,180.000,hold,idle,,lift picked tube
traj_023,TUBE-023,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_023,TUBE-023,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_023,TUBE-023,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category A,scan and classify sample
traj_023,TUBE-023,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_023,TUBE-023,9,MOVE_SAFE_ABOVE_TARGET,category_a_bin,B3,118.000,-174.000,180.000,hold,idle,,move above selected target
traj_023,TUBE-023,10,APPROACH_TARGET_SLOT,category_a_bin,B3,118.000,-174.000,120.000,hold,idle,,approach target slot
traj_023,TUBE-023,11,PLACE_TUBE,category_a_bin,B3,118.000,-174.000,45.000,open,idle,,place 75 mm tube
traj_023,TUBE-023,12,RETREAT_TO_SAFE_Z,category_a_bin,B3,118.000,-174.000,180.000,open,idle,,retreat after place
traj_024,TUBE-024,1,MOVE_SAFE_ABOVE_INPUT,input,D6,-90.000,258.000,180.000,open,idle,,above input slot
traj_024,TUBE-024,2,APPROACH_INPUT_SLOT,input,D6,-90.000,258.000,120.000,open,idle,,approach input slot
traj_024,TUBE-024,3,PICK_TUBE,input,D6,-90.000,258.000,80.000,close,idle,,grip 100 mm tube
traj_024,TUBE-024,4,LIFT_TO_SAFE_Z,input,D6,-90.000,258.000,180.000,hold,idle,,lift picked tube
traj_024,TUBE-024,5,MOVE_SAFE_ABOVE_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,move above scan station
traj_024,TUBE-024,6,APPROACH_SCAN_STATION,scan_station,SCAN1,-92.000,170.000,75.000,hold,idle,,present tube to scanner
traj_024,TUBE-024,7,SCAN_BARCODE,scan_station,SCAN1,-92.000,170.000,75.000,hold,trigger_scan,success / Category B,scan and classify sample
traj_024,TUBE-024,8,LIFT_TO_SAFE_Z_AFTER_SCAN,scan_station,SCAN1,-92.000,170.000,180.000,hold,idle,,lift after scan
traj_024,TUBE-024,9,MOVE_SAFE_ABOVE_TARGET,category_b_bin,B3,278.000,-174.000,180.000,hold,idle,,move above selected target
traj_024,TUBE-024,10,APPROACH_TARGET_SLOT,category_b_bin,B3,278.000,-174.000,120.000,hold,idle,,approach target slot
traj_024,TUBE-024,11,PLACE_TUBE,category_b_bin,B3,278.000,-174.000,70.000,open,idle,,place 100 mm tube
traj_024,TUBE-024,12,RETREAT_TO_SAFE_Z,category_b_bin,B3,278.000,-174.000,180.000,open,idle,,retreat after place
