scenario_id,task_id,tube_id,segment_index,motion_type,axis_mode,segment_distance_mm,delta_z_mm,time_model,segment_time_s,time_category,notes
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,5,xy_move_at_safe_z,xy_axes,199.249,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.769,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,9,xy_move_at_safe_z,xy_axes,338.378,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.167,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-019,TUBE-7B1-019,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,1,xy_move_at_safe_z,xy_axes,173.566,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.696,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,5,xy_move_at_safe_z,xy_axes,193.197,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.752,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,9,xy_move_at_safe_z,xy_axes,470.106,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.543,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-020,TUBE-7B1-020,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,1,xy_move_at_safe_z,xy_axes,170.294,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.687,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,5,xy_move_at_safe_z,xy_axes,190.263,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.744,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,9,xy_move_at_safe_z,xy_axes,280.179,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.001,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-021,TUBE-7B1-021,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,1,xy_move_at_safe_z,xy_axes,174.642,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.699,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,5,xy_move_at_safe_z,xy_axes,194.165,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.755,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,9,xy_move_at_safe_z,xy_axes,430.116,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.429,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-022,TUBE-7B1-022,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,1,xy_move_at_safe_z,xy_axes,182.003,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.72,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,5,xy_move_at_safe_z,xy_axes,200.811,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.774,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,9,xy_move_at_safe_z,xy_axes,359.34,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.227,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-023,TUBE-7B1-023,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,1,xy_move_at_safe_z,xy_axes,145.344,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.615,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,5,xy_move_at_safe_z,xy_axes,165.303,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.672,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,9,xy_move_at_safe_z,xy_axes,493.077,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.609,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-024,TUBE-7B1-024,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,1,xy_move_at_safe_z,xy_axes,145.774,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.616,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,5,xy_move_at_safe_z,xy_axes,165.68,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.673,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,9,xy_move_at_safe_z,xy_axes,305.164,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.072,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-025,TUBE-7B1-025,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,1,xy_move_at_safe_z,xy_axes,150.416,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.63,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,5,xy_move_at_safe_z,xy_axes,169.779,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.685,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,9,xy_move_at_safe_z,xy_axes,455.11,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.5,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-026,TUBE-7B1-026,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,1,xy_move_at_safe_z,xy_axes,134.164,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.583,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,5,xy_move_at_safe_z,xy_axes,152.315,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.635,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,9,xy_move_at_safe_z,xy_axes,244.182,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.898,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-027,TUBE-7B1-027,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,1,xy_move_at_safe_z,xy_axes,125.0,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.557,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,5,xy_move_at_safe_z,xy_axes,144.309,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.612,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,9,xy_move_at_safe_z,xy_axes,449.361,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.484,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-028,TUBE-7B1-028,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,1,xy_move_at_safe_z,xy_axes,120.416,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.544,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,5,xy_move_at_safe_z,xy_axes,140.357,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.601,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,9,xy_move_at_safe_z,xy_axes,368.951,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.254,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-029,TUBE-7B1-029,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-030,TUBE-7B1-030,1,xy_move_at_safe_z,xy_axes,126.491,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.561,xy_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-030,TUBE-7B1-030,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
manual_review_limited_capacity,TASK-7B1-030,TUBE-7B1-030,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
