scenario_id,task_id,tube_id,segment_index,motion_type,axis_mode,segment_distance_mm,delta_z_mm,time_model,segment_time_s,time_category,notes
baseline,TASK-7B1-069,TUBE-7B1-069,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
baseline,TASK-7B1-069,TUBE-7B1-069,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
baseline,TASK-7B1-069,TUBE-7B1-069,9,xy_move_at_safe_z,xy_axes,406.971,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.363,xy_motion,Concept-level timing assumption.
baseline,TASK-7B1-069,TUBE-7B1-069,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
baseline,TASK-7B1-069,TUBE-7B1-069,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
baseline,TASK-7B1-069,TUBE-7B1-069,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,1,xy_move_at_safe_z,xy_axes,274.089,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.983,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,5,xy_move_at_safe_z,xy_axes,286.923,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.02,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,9,xy_move_at_safe_z,xy_axes,380.789,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.288,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-002,TUBE-7B1-002,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,1,xy_move_at_safe_z,xy_axes,254.951,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.928,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,5,xy_move_at_safe_z,xy_axes,268.701,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.968,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,9,xy_move_at_safe_z,xy_axes,180.278,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.715,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-003,TUBE-7B1-003,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,1,xy_move_at_safe_z,xy_axes,220.227,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.829,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,5,xy_move_at_safe_z,xy_axes,236.008,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.874,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,9,xy_move_at_safe_z,xy_axes,491.35,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.604,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,1,xy_move_at_safe_z,xy_axes,205.244,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.786,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,5,xy_move_at_safe_z,xy_axes,222.092,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.835,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,9,xy_move_at_safe_z,xy_axes,330.151,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.143,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,1,xy_move_at_safe_z,xy_axes,239.008,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.883,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,5,xy_move_at_safe_z,xy_axes,251.645,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.919,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,9,xy_move_at_safe_z,xy_axes,402.647,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.35,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-007,TUBE-7B1-007,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,1,xy_move_at_safe_z,xy_axes,219.659,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.828,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,5,xy_move_at_safe_z,xy_axes,233.345,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.867,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,9,xy_move_at_safe_z,xy_axes,205.244,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.786,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-008,TUBE-7B1-008,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,1,xy_move_at_safe_z,xy_axes,201.556,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.776,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,5,xy_move_at_safe_z,xy_axes,216.391,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.818,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,9,xy_move_at_safe_z,xy_axes,355.141,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.215,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-009,TUBE-7B1-009,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,1,xy_move_at_safe_z,xy_axes,246.221,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.903,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,5,xy_move_at_safe_z,xy_axes,256.564,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.933,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,9,xy_move_at_safe_z,xy_axes,424.853,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.414,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-011,TUBE-7B1-011,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,1,xy_move_at_safe_z,xy_axes,224.722,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.842,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,5,xy_move_at_safe_z,xy_axes,236.008,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.874,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,9,xy_move_at_safe_z,xy_axes,230.217,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.858,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-012,TUBE-7B1-012,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,1,xy_move_at_safe_z,xy_axes,184.391,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.727,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,5,xy_move_at_safe_z,xy_axes,197.99,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.766,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,9,xy_move_at_safe_z,xy_axes,470.16,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.543,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-013,TUBE-7B1-013,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,1,xy_move_at_safe_z,xy_axes,166.208,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.675,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,2,z_descend,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,3,gripper_action,gripper,0.0,0.0,grip_close_time_s,0.6,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,4,z_lift,z_axis,45.0,45.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.525,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,5,xy_move_at_safe_z,xy_axes,181.177,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.718,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,6,z_descend,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,7,scan_wait,dwell,0.0,0.0,scan_wait_time_s,1.0,scan_wait,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,8,z_lift,z_axis,35.0,35.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.442,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,9,xy_move_at_safe_z,xy_axes,380.132,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,1.286,xy_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,10,z_descend,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,11,gripper_action,gripper,0.0,0.0,grip_open_time_s,0.5,gripper_action,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-014,TUBE-7B1-014,12,z_lift,z_axis,55.0,55.0,abs(delta_z) / z_nominal_speed_mm_s + z_accel_allowance_s,0.608,z_motion,Concept-level timing assumption.
forced_category_A_full,TASK-7B1-016,TUBE-7B1-016,1,xy_move_at_safe_z,xy_axes,212.426,0.0,distance / xy_nominal_speed_mm_s + xy_accel_allowance_s,0.807,xy_motion,Concept-level timing assumption.
