scenario_id,task_id,tube_id,time_s,vx_mm_s,vy_mm_s,vz_mm_s,speed_xy_mm_s,motion_type,notes
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.584,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.604,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.624,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.644,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.664,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.664,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.684,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.704,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.724,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.744,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.764,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.784,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.804,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.824,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.844,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.864,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.884,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.904,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.924,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.944,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.964,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,32.984,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.004,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.024,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.044,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.064,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.084,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.104,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.124,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.144,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.164,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.184,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.204,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.224,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.244,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.264,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-004,TUBE-7B1-004,33.272,0.0,0.0,90.461,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.272,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.292,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.312,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.332,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.352,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.372,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.392,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.412,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.432,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.452,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.472,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.492,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.512,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.532,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.552,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.572,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.592,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.612,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.632,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.652,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.672,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.692,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.712,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.732,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.752,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.772,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.792,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.812,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.832,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.852,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.872,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.892,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.912,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.932,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.952,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.972,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,33.992,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.012,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.032,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.052,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.058,-146.31,-216.285,0.0,261.124,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.058,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.078,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.098,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.118,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.138,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.158,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.178,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.198,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.218,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.238,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.258,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.278,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.298,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.318,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.338,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.358,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.378,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.398,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.418,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.438,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.458,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.478,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.498,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.518,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.538,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.558,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.578,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.583,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.583,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.603,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.623,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.643,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.663,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.683,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.703,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.723,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.743,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.763,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.783,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.803,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.823,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.843,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.863,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.883,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.903,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.923,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.943,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.963,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,34.983,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.003,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.023,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.043,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.063,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.083,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.103,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.123,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.143,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.163,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.183,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.183,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.203,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.223,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.243,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.263,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.283,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.303,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.323,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.343,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.363,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.383,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.403,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.423,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.443,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.463,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.483,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.503,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.523,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.543,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.563,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.583,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.603,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
forced_category_A_full,TASK-7B1-005,TUBE-7B1-005,35.623,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
