scenario_id,task_id,tube_id,time_s,vx_mm_s,vy_mm_s,vz_mm_s,speed_xy_mm_s,motion_type,notes
baseline,TASK-7B1-001,TUBE-7B1-001,0.0,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.02,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.04,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.06,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.08,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.1,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.12,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.14,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.16,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.18,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.2,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.22,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.24,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.26,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.28,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.3,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.32,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.34,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.36,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.38,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.4,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.42,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.44,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.46,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.48,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.5,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.52,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.54,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.56,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.58,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.6,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.62,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.64,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.66,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.68,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.7,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.72,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.74,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.76,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.78,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.8,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.82,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.84,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.86,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.88,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.9,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.92,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.94,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.96,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,0.98,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.0,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.02,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.04,-230.769,-163.462,0.0,282.797,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.04,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.06,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.08,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.1,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.12,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.14,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.16,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.18,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.2,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.22,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.24,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.26,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.28,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.3,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.32,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.34,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.36,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.38,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.4,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.42,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.44,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.46,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.48,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.5,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.52,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.54,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.56,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.565,0.0,0.0,-85.714,0.0,z_descend,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.565,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.585,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.605,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.625,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.645,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.665,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.685,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.705,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.725,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.745,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.765,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.785,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.805,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.825,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.845,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.865,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.885,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.905,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.925,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.945,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.965,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,1.985,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.005,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.025,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.045,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.065,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.085,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.105,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.125,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.145,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.165,0.0,0.0,0.0,0.0,gripper_action,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.165,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.185,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.205,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.225,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.245,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.265,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.285,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.305,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.325,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.345,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.365,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.385,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.405,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.425,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.445,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.465,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.485,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.505,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.525,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.545,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.565,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.585,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.605,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.625,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.645,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.665,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.685,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.69,0.0,0.0,85.714,0.0,z_lift,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.69,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.71,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.73,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.75,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.77,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.79,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.81,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.83,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.85,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.87,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.89,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.91,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.93,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.95,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.97,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,2.99,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.01,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.03,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.05,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.07,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.09,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.11,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.13,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.15,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.17,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.19,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
baseline,TASK-7B1-001,TUBE-7B1-001,3.21,223.256,176.744,0.0,284.748,xy_move_at_safe_z,Velocity from linear interpolation over Stage 7B-4 segment_time_s.
