scenario_id,task_id,tube_id,segment_index,from_waypoint,to_waypoint,motion_type,axis_mode,start_x_mm,start_y_mm,start_z_mm,end_x_mm,end_y_mm,end_z_mm,segment_distance_mm,requires_safe_z,collision_check_required,notes
baseline,TASK-7B1-057,TUBE-7B1-057,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-057,TUBE-7B1-057,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,205.0,-120.0,190.0,248.244,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-057,TUBE-7B1-057,10,move_xy_above_place,descend_to_place,z_descend,z_axis,205.0,-120.0,190.0,205.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-057,TUBE-7B1-057,11,descend_to_place,grip_open,gripper_action,gripper,205.0,-120.0,135.0,205.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-057,TUBE-7B1-057,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,205.0,-120.0,135.0,205.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-10.0,15.0,190.0,18.028,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-058,TUBE-7B1-058,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-10.0,15.0,190.0,-10.0,15.0,145.0,45.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,3,descend_to_pick,grip_close,gripper_action,gripper,-10.0,15.0,145.0,-10.0,15.0,145.0,0.0,false,false,
baseline,TASK-7B1-058,TUBE-7B1-058,4,grip_close,lift_to_safe_z,z_lift,z_axis,-10.0,15.0,145.0,-10.0,15.0,190.0,45.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-10.0,15.0,190.0,0.0,20.0,190.0,11.18,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-058,TUBE-7B1-058,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-058,TUBE-7B1-058,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,355.0,-120.0,190.0,381.608,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-058,TUBE-7B1-058,10,move_xy_above_place,descend_to_place,z_descend,z_axis,355.0,-120.0,190.0,355.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-058,TUBE-7B1-058,11,descend_to_place,grip_open,gripper_action,gripper,355.0,-120.0,135.0,355.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-058,TUBE-7B1-058,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,355.0,-120.0,135.0,355.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,15.0,15.0,190.0,21.213,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-059,TUBE-7B1-059,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,15.0,15.0,190.0,15.0,15.0,145.0,45.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,3,descend_to_pick,grip_close,gripper_action,gripper,15.0,15.0,145.0,15.0,15.0,145.0,0.0,false,false,
baseline,TASK-7B1-059,TUBE-7B1-059,4,grip_close,lift_to_safe_z,z_lift,z_axis,15.0,15.0,145.0,15.0,15.0,190.0,45.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,15.0,15.0,190.0,0.0,20.0,190.0,15.811,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-059,TUBE-7B1-059,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-059,TUBE-7B1-059,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,-395.0,300.0,190.0,484.175,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-059,TUBE-7B1-059,10,move_xy_above_place,descend_to_place,z_descend,z_axis,-395.0,300.0,190.0,-395.0,300.0,135.0,55.0,true,true,
baseline,TASK-7B1-059,TUBE-7B1-059,11,descend_to_place,grip_open,gripper_action,gripper,-395.0,300.0,135.0,-395.0,300.0,135.0,0.0,false,false,
baseline,TASK-7B1-059,TUBE-7B1-059,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,-395.0,300.0,135.0,-395.0,300.0,190.0,55.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,40.0,15.0,190.0,42.72,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-060,TUBE-7B1-060,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,40.0,15.0,190.0,40.0,15.0,145.0,45.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,3,descend_to_pick,grip_close,gripper_action,gripper,40.0,15.0,145.0,40.0,15.0,145.0,0.0,false,false,
baseline,TASK-7B1-060,TUBE-7B1-060,4,grip_close,lift_to_safe_z,z_lift,z_axis,40.0,15.0,145.0,40.0,15.0,190.0,45.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,40.0,15.0,190.0,0.0,20.0,190.0,40.311,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-060,TUBE-7B1-060,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-060,TUBE-7B1-060,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,205.0,60.0,190.0,208.866,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-060,TUBE-7B1-060,10,move_xy_above_place,descend_to_place,z_descend,z_axis,205.0,60.0,190.0,205.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-060,TUBE-7B1-060,11,descend_to_place,grip_open,gripper_action,gripper,205.0,60.0,135.0,205.0,60.0,135.0,0.0,false,false,
baseline,TASK-7B1-060,TUBE-7B1-060,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,205.0,60.0,135.0,205.0,60.0,190.0,55.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-60.0,40.0,190.0,72.111,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-061,TUBE-7B1-061,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-60.0,40.0,190.0,-60.0,40.0,145.0,45.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,3,descend_to_pick,grip_close,gripper_action,gripper,-60.0,40.0,145.0,-60.0,40.0,145.0,0.0,false,false,
baseline,TASK-7B1-061,TUBE-7B1-061,4,grip_close,lift_to_safe_z,z_lift,z_axis,-60.0,40.0,145.0,-60.0,40.0,190.0,45.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-60.0,40.0,190.0,0.0,20.0,190.0,63.246,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-061,TUBE-7B1-061,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-061,TUBE-7B1-061,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,355.0,60.0,190.0,357.246,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-061,TUBE-7B1-061,10,move_xy_above_place,descend_to_place,z_descend,z_axis,355.0,60.0,190.0,355.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-061,TUBE-7B1-061,11,descend_to_place,grip_open,gripper_action,gripper,355.0,60.0,135.0,355.0,60.0,135.0,0.0,false,false,
baseline,TASK-7B1-061,TUBE-7B1-061,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,355.0,60.0,135.0,355.0,60.0,190.0,55.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-35.0,40.0,190.0,53.151,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-062,TUBE-7B1-062,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-35.0,40.0,190.0,-35.0,40.0,145.0,45.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,3,descend_to_pick,grip_close,gripper_action,gripper,-35.0,40.0,145.0,-35.0,40.0,145.0,0.0,false,false,
baseline,TASK-7B1-062,TUBE-7B1-062,4,grip_close,lift_to_safe_z,z_lift,z_axis,-35.0,40.0,145.0,-35.0,40.0,190.0,45.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-35.0,40.0,190.0,0.0,20.0,190.0,40.311,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-062,TUBE-7B1-062,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-062,TUBE-7B1-062,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,230.0,-120.0,190.0,269.258,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-062,TUBE-7B1-062,10,move_xy_above_place,descend_to_place,z_descend,z_axis,230.0,-120.0,190.0,230.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-062,TUBE-7B1-062,11,descend_to_place,grip_open,gripper_action,gripper,230.0,-120.0,135.0,230.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-062,TUBE-7B1-062,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,230.0,-120.0,135.0,230.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-10.0,40.0,190.0,41.231,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-063,TUBE-7B1-063,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-10.0,40.0,190.0,-10.0,40.0,145.0,45.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,3,descend_to_pick,grip_close,gripper_action,gripper,-10.0,40.0,145.0,-10.0,40.0,145.0,0.0,false,false,
baseline,TASK-7B1-063,TUBE-7B1-063,4,grip_close,lift_to_safe_z,z_lift,z_axis,-10.0,40.0,145.0,-10.0,40.0,190.0,45.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-10.0,40.0,190.0,0.0,20.0,190.0,22.361,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-063,TUBE-7B1-063,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-063,TUBE-7B1-063,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,380.0,-120.0,190.0,404.969,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-063,TUBE-7B1-063,10,move_xy_above_place,descend_to_place,z_descend,z_axis,380.0,-120.0,190.0,380.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-063,TUBE-7B1-063,11,descend_to_place,grip_open,gripper_action,gripper,380.0,-120.0,135.0,380.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-063,TUBE-7B1-063,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,380.0,-120.0,135.0,380.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,40.0,40.0,190.0,56.569,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-064,TUBE-7B1-064,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,40.0,40.0,190.0,40.0,40.0,145.0,45.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,3,descend_to_pick,grip_close,gripper_action,gripper,40.0,40.0,145.0,40.0,40.0,145.0,0.0,false,false,
baseline,TASK-7B1-064,TUBE-7B1-064,4,grip_close,lift_to_safe_z,z_lift,z_axis,40.0,40.0,145.0,40.0,40.0,190.0,45.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,40.0,40.0,190.0,0.0,20.0,190.0,44.721,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-064,TUBE-7B1-064,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-064,TUBE-7B1-064,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,230.0,60.0,190.0,233.452,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-064,TUBE-7B1-064,10,move_xy_above_place,descend_to_place,z_descend,z_axis,230.0,60.0,190.0,230.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-064,TUBE-7B1-064,11,descend_to_place,grip_open,gripper_action,gripper,230.0,60.0,135.0,230.0,60.0,135.0,0.0,false,false,
baseline,TASK-7B1-064,TUBE-7B1-064,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,230.0,60.0,135.0,230.0,60.0,190.0,55.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,65.0,40.0,190.0,76.322,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-065,TUBE-7B1-065,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,65.0,40.0,190.0,65.0,40.0,145.0,45.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,3,descend_to_pick,grip_close,gripper_action,gripper,65.0,40.0,145.0,65.0,40.0,145.0,0.0,false,false,
baseline,TASK-7B1-065,TUBE-7B1-065,4,grip_close,lift_to_safe_z,z_lift,z_axis,65.0,40.0,145.0,65.0,40.0,190.0,45.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,65.0,40.0,190.0,0.0,20.0,190.0,68.007,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-065,TUBE-7B1-065,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-065,TUBE-7B1-065,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,380.0,60.0,190.0,382.099,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-065,TUBE-7B1-065,10,move_xy_above_place,descend_to_place,z_descend,z_axis,380.0,60.0,190.0,380.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-065,TUBE-7B1-065,11,descend_to_place,grip_open,gripper_action,gripper,380.0,60.0,135.0,380.0,60.0,135.0,0.0,false,false,
baseline,TASK-7B1-065,TUBE-7B1-065,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,380.0,60.0,135.0,380.0,60.0,190.0,55.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-60.0,65.0,190.0,88.459,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-066,TUBE-7B1-066,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-60.0,65.0,190.0,-60.0,65.0,145.0,45.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,3,descend_to_pick,grip_close,gripper_action,gripper,-60.0,65.0,145.0,-60.0,65.0,145.0,0.0,false,false,
baseline,TASK-7B1-066,TUBE-7B1-066,4,grip_close,lift_to_safe_z,z_lift,z_axis,-60.0,65.0,145.0,-60.0,65.0,190.0,45.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-60.0,65.0,190.0,0.0,20.0,190.0,75.0,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-066,TUBE-7B1-066,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-066,TUBE-7B1-066,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,255.0,-120.0,190.0,290.904,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-066,TUBE-7B1-066,10,move_xy_above_place,descend_to_place,z_descend,z_axis,255.0,-120.0,190.0,255.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-066,TUBE-7B1-066,11,descend_to_place,grip_open,gripper_action,gripper,255.0,-120.0,135.0,255.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-066,TUBE-7B1-066,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,255.0,-120.0,135.0,255.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,-10.0,65.0,190.0,65.765,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-067,TUBE-7B1-067,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,-10.0,65.0,190.0,-10.0,65.0,145.0,45.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,3,descend_to_pick,grip_close,gripper_action,gripper,-10.0,65.0,145.0,-10.0,65.0,145.0,0.0,false,false,
baseline,TASK-7B1-067,TUBE-7B1-067,4,grip_close,lift_to_safe_z,z_lift,z_axis,-10.0,65.0,145.0,-10.0,65.0,190.0,45.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,-10.0,65.0,190.0,0.0,20.0,190.0,46.098,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-067,TUBE-7B1-067,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-067,TUBE-7B1-067,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,405.0,-120.0,190.0,428.515,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-067,TUBE-7B1-067,10,move_xy_above_place,descend_to_place,z_descend,z_axis,405.0,-120.0,190.0,405.0,-120.0,135.0,55.0,true,true,
baseline,TASK-7B1-067,TUBE-7B1-067,11,descend_to_place,grip_open,gripper_action,gripper,405.0,-120.0,135.0,405.0,-120.0,135.0,0.0,false,false,
baseline,TASK-7B1-067,TUBE-7B1-067,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,405.0,-120.0,135.0,405.0,-120.0,190.0,55.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,15.0,65.0,190.0,66.708,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-068,TUBE-7B1-068,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,15.0,65.0,190.0,15.0,65.0,145.0,45.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,3,descend_to_pick,grip_close,gripper_action,gripper,15.0,65.0,145.0,15.0,65.0,145.0,0.0,false,false,
baseline,TASK-7B1-068,TUBE-7B1-068,4,grip_close,lift_to_safe_z,z_lift,z_axis,15.0,65.0,145.0,15.0,65.0,190.0,45.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,15.0,65.0,190.0,0.0,20.0,190.0,47.434,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-068,TUBE-7B1-068,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-068,TUBE-7B1-068,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,255.0,60.0,190.0,258.118,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-068,TUBE-7B1-068,10,move_xy_above_place,descend_to_place,z_descend,z_axis,255.0,60.0,190.0,255.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-068,TUBE-7B1-068,11,descend_to_place,grip_open,gripper_action,gripper,255.0,60.0,135.0,255.0,60.0,135.0,0.0,false,false,
baseline,TASK-7B1-068,TUBE-7B1-068,12,grip_open,lift_to_safe_z_after_place,z_lift,z_axis,255.0,60.0,135.0,255.0,60.0,190.0,55.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,1,home_safe,move_xy_above_pick,xy_move_at_safe_z,xy_axes,0.0,0.0,190.0,40.0,65.0,190.0,76.322,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-069,TUBE-7B1-069,2,move_xy_above_pick,descend_to_pick,z_descend,z_axis,40.0,65.0,190.0,40.0,65.0,145.0,45.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,3,descend_to_pick,grip_close,gripper_action,gripper,40.0,65.0,145.0,40.0,65.0,145.0,0.0,false,false,
baseline,TASK-7B1-069,TUBE-7B1-069,4,grip_close,lift_to_safe_z,z_lift,z_axis,40.0,65.0,145.0,40.0,65.0,190.0,45.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,5,lift_to_safe_z,move_xy_above_scan,xy_move_at_safe_z,xy_axes,40.0,65.0,190.0,0.0,20.0,190.0,60.208,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-069,TUBE-7B1-069,6,move_xy_above_scan,descend_or_align_to_scan,z_descend,z_axis,0.0,20.0,190.0,0.0,20.0,155.0,35.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,7,descend_or_align_to_scan,scan_wait,scan_wait,dwell,0.0,20.0,155.0,0.0,20.0,155.0,0.0,false,false,
baseline,TASK-7B1-069,TUBE-7B1-069,8,scan_wait,lift_to_safe_z_after_scan,z_lift,z_axis,0.0,20.0,155.0,0.0,20.0,190.0,35.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,9,lift_to_safe_z_after_scan,move_xy_above_place,xy_move_at_safe_z,xy_axes,0.0,20.0,190.0,405.0,60.0,190.0,406.971,true,true,XY travel is constrained to safe_z
baseline,TASK-7B1-069,TUBE-7B1-069,10,move_xy_above_place,descend_to_place,z_descend,z_axis,405.0,60.0,190.0,405.0,60.0,135.0,55.0,true,true,
baseline,TASK-7B1-069,TUBE-7B1-069,11,descend_to_place,grip_open,gripper_action,gripper,405.0,60.0,135.0,405.0,60.0,135.0,0.0,false,false,
